,Precinct,County,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,calc_participation
1973,19 Old Atlanta,Forsyth,3739.0,177.0,1357.0,313.0,0.0,1847.0,58.0,544.0,353.0,0.0,955.0,13.0,71.0,26.0,0.0,110.0,2912.0,77.9
1870,Royston,Franklin,2034.0,271.0,614.0,214.0,0.0,1099.0,59.0,94.0,98.0,0.0,251.0,12.0,21.0,5.0,0.0,38.0,1388.0,68.2
1869,Canon,Franklin,1244.0,271.0,392.0,104.0,0.0,767.0,29.0,42.0,28.0,0.0,99.0,10.0,7.0,5.0,0.0,22.0,888.0,71.4
1868,Lavonia,Franklin,2355.0,287.0,720.0,185.0,0.0,1192.0,90.0,120.0,124.0,0.0,334.0,11.0,18.0,4.0,0.0,33.0,1559.0,66.2
1871,Southwest Franklin,Franklin,2432.0,392.0,913.0,209.0,0.0,1514.0,19.0,73.0,60.0,0.0,152.0,12.0,20.0,8.0,0.0,40.0,1706.0,70.1
1867,Northeast Franklin,Franklin,2935.0,428.0,965.0,296.0,1.0,1690.0,47.0,98.0,130.0,1.0,276.0,13.0,29.0,7.0,0.0,49.0,2015.0,68.7
1866,West Franklin,Franklin,1764.0,308.0,561.0,162.0,0.0,1031.0,30.0,39.0,45.0,0.0,114.0,13.0,14.0,3.0,0.0,30.0,1175.0,66.6
1865,Carnesville,Franklin,2382.0,244.0,1055.0,216.0,0.0,1515.0,27.0,79.0,63.0,0.0,169.0,6.0,20.0,8.0,0.0,34.0,1718.0,72.1
383,SC10,Fulton,1912.0,11.0,19.0,6.0,0.0,36.0,144.0,410.0,179.0,7.0,740.0,7.0,9.0,5.0,2.0,23.0,799.0,41.8
382,SC09C,Fulton,1852.0,12.0,16.0,10.0,1.0,39.0,166.0,519.0,280.0,1.0,966.0,13.0,8.0,4.0,0.0,25.0,1030.0,55.6
381,SC09B,Fulton,1920.0,10.0,24.0,14.0,0.0,48.0,115.0,703.0,354.0,2.0,1174.0,4.0,9.0,5.0,0.0,18.0,1240.0,64.6
380,SC09A,Fulton,1865.0,6.0,20.0,9.0,1.0,36.0,168.0,511.0,221.0,9.0,909.0,12.0,11.0,3.0,0.0,26.0,971.0,52.1
379,SC08H,Fulton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,SC08G,Fulton,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,21.4
357,RW19,Fulton,2147.0,121.0,675.0,214.0,1.0,1011.0,29.0,371.0,234.0,0.0,634.0,17.0,38.0,14.0,1.0,70.0,1715.0,79.9
376,SC08E,Fulton,724.0,1.0,5.0,1.0,1.0,8.0,53.0,292.0,63.0,3.0,411.0,4.0,10.0,0.0,0.0,14.0,433.0,59.8
375,SC08D,Fulton,605.0,0.0,6.0,5.0,0.0,11.0,38.0,224.0,77.0,0.0,339.0,2.0,3.0,0.0,0.0,5.0,355.0,58.7
374,SC08C,Fulton,91.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,17.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,69.0,75.8
373,SC08B,Fulton,4096.0,22.0,40.0,27.0,1.0,90.0,244.0,1483.0,620.0,14.0,2361.0,21.0,39.0,11.0,0.0,71.0,2522.0,61.6
384,SC11A,Fulton,1656.0,9.0,17.0,10.0,3.0,39.0,138.0,523.0,254.0,20.0,935.0,3.0,12.0,2.0,1.0,18.0,992.0,59.9
372,SC07D,Fulton,2038.0,11.0,33.0,8.0,1.0,53.0,123.0,827.0,84.0,3.0,1037.0,5.0,18.0,0.0,0.0,23.0,1113.0,54.6
377,SC08F,Fulton,793.0,4.0,9.0,3.0,0.0,16.0,37.0,273.0,94.0,0.0,404.0,2.0,6.0,2.0,1.0,11.0,431.0,54.4
212,11E2,Fulton,1003.0,6.0,10.0,1.0,0.0,17.0,71.0,329.0,155.0,4.0,559.0,5.0,4.0,5.0,0.0,14.0,590.0,58.8
387,SC14A,Fulton,1030.0,4.0,13.0,1.0,0.0,18.0,59.0,308.0,97.0,0.0,464.0,5.0,9.0,4.0,0.0,18.0,500.0,48.5
214,11G,Fulton,2556.0,9.0,20.0,7.0,5.0,41.0,102.0,448.0,306.0,22.0,878.0,8.0,18.0,4.0,3.0,33.0,952.0,37.2
215,11H,Fulton,753.0,4.0,6.0,6.0,0.0,16.0,46.0,179.0,132.0,6.0,363.0,5.0,6.0,1.0,1.0,13.0,392.0,52.1
385,SC11B,Fulton,1691.0,11.0,18.0,8.0,0.0,37.0,104.0,517.0,306.0,6.0,933.0,3.0,14.0,4.0,0.0,21.0,991.0,58.6
386,SC13,Fulton,2895.0,19.0,68.0,18.0,0.0,105.0,153.0,1295.0,406.0,5.0,1859.0,6.0,24.0,9.0,0.0,39.0,2003.0,69.2
371,SC07C,Fulton,41.0,0.0,1.0,2.0,0.0,3.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,31.7
388,SC15,Fulton,4522.0,16.0,89.0,53.0,0.0,158.0,254.0,1938.0,788.0,6.0,2986.0,13.0,35.0,14.0,0.0,62.0,3206.0,70.9
389,SC15A,Fulton,2482.0,12.0,24.0,3.0,0.0,39.0,124.0,1285.0,108.0,0.0,1517.0,1.0,15.0,1.0,0.0,17.0,1573.0,63.4
195,10C,Fulton,2598.0,10.0,15.0,6.0,0.0,31.0,127.0,657.0,313.0,14.0,1111.0,4.0,16.0,3.0,1.0,24.0,1166.0,44.9
194,10B,Fulton,3965.0,13.0,40.0,17.0,2.0,72.0,218.0,1438.0,861.0,8.0,2525.0,10.0,28.0,12.0,1.0,51.0,2648.0,66.8
193,10A,Fulton,3186.0,9.0,26.0,11.0,0.0,46.0,225.0,909.0,505.0,15.0,1654.0,9.0,24.0,13.0,1.0,47.0,1747.0,54.8
192,09M,Fulton,2578.0,40.0,251.0,62.0,0.0,353.0,78.0,1048.0,321.0,0.0,1447.0,11.0,59.0,10.0,0.0,80.0,1880.0,72.9
191,09K1,Fulton,1518.0,3.0,13.0,3.0,0.0,19.0,105.0,305.0,38.0,1.0,449.0,5.0,8.0,1.0,0.0,14.0,482.0,31.8
190,09K,Fulton,4002.0,15.0,53.0,17.0,1.0,86.0,249.0,805.0,453.0,10.0,1517.0,11.0,28.0,7.0,0.0,46.0,1649.0,41.2
213,11E3,Fulton,3605.0,13.0,30.0,6.0,1.0,50.0,261.0,1345.0,346.0,16.0,1968.0,4.0,17.0,2.0,1.0,24.0,2042.0,56.6
370,SC07A,Fulton,4506.0,42.0,203.0,85.0,0.0,330.0,219.0,1755.0,997.0,10.0,2981.0,5.0,35.0,17.0,1.0,58.0,3369.0,74.8
331,ML04,Fulton,3322.0,203.0,1042.0,343.0,20.0,1608.0,58.0,536.0,301.0,7.0,902.0,15.0,58.0,16.0,2.0,91.0,2601.0,78.3
368,SC05D,Fulton,2808.0,7.0,44.0,17.0,0.0,68.0,177.0,1267.0,346.0,2.0,1792.0,8.0,16.0,7.0,0.0,31.0,1891.0,67.3
351,RW11A,Fulton,2865.0,131.0,571.0,241.0,5.0,948.0,90.0,517.0,371.0,4.0,982.0,25.0,41.0,19.0,0.0,85.0,2015.0,70.3
352,RW12,Fulton,3899.0,283.0,1113.0,533.0,3.0,1932.0,74.0,698.0,693.0,1.0,1466.0,19.0,52.0,42.0,0.0,113.0,3511.0,90.0
353,RW12A,Fulton,2458.0,132.0,631.0,81.0,4.0,848.0,65.0,445.0,95.0,2.0,607.0,12.0,38.0,11.0,0.0,61.0,1516.0,61.7
354,RW13,Fulton,3764.0,213.0,899.0,297.0,4.0,1413.0,113.0,817.0,414.0,4.0,1348.0,27.0,78.0,29.0,1.0,135.0,2896.0,76.9
367,SC05B,Fulton,3646.0,8.0,48.0,27.0,0.0,83.0,174.0,1725.0,474.0,8.0,2381.0,6.0,30.0,9.0,0.0,45.0,2509.0,68.8
366,SC05A,Fulton,721.0,2.0,6.0,4.0,0.0,12.0,53.0,308.0,85.0,5.0,451.0,1.0,9.0,0.0,0.0,10.0,473.0,65.6
365,SC04,Fulton,1080.0,51.0,100.0,41.0,1.0,193.0,59.0,308.0,132.0,5.0,504.0,6.0,15.0,4.0,1.0,26.0,723.0,66.9
350,RW10,Fulton,3653.0,171.0,1086.0,427.0,5.0,1689.0,38.0,593.0,432.0,4.0,1067.0,35.0,67.0,32.0,3.0,137.0,2893.0,79.2
364,SC02,Fulton,1426.0,1.0,30.0,6.0,0.0,37.0,41.0,697.0,260.0,3.0,1001.0,0.0,9.0,7.0,0.0,16.0,1054.0,73.9
362,SC01B,Fulton,2088.0,8.0,25.0,8.0,4.0,45.0,116.0,1109.0,293.0,13.0,1531.0,4.0,18.0,5.0,0.0,27.0,1603.0,76.8
355,RW16,Fulton,2101.0,118.0,595.0,190.0,1.0,904.0,44.0,412.0,237.0,3.0,696.0,5.0,30.0,14.0,0.0,49.0,1649.0,78.5
330,ML03A,Fulton,301.0,15.0,120.0,16.0,2.0,153.0,2.0,38.0,8.0,0.0,48.0,1.0,4.0,1.0,0.0,6.0,207.0,68.8
361,SC01A,Fulton,41.0,0.0,3.0,0.0,0.0,3.0,2.0,39.0,7.0,0.0,48.0,0.0,1.0,0.0,0.0,1.0,52.0,126.8
360,RW22A,Fulton,4788.0,129.0,760.0,241.0,10.0,1140.0,181.0,1191.0,452.0,6.0,1830.0,21.0,77.0,22.0,1.0,121.0,3091.0,64.6
359,RW21,Fulton,3362.0,92.0,1063.0,312.0,12.0,1479.0,61.0,596.0,331.0,8.0,996.0,9.0,61.0,29.0,1.0,100.0,2575.0,76.6
358,RW20,Fulton,2701.0,79.0,759.0,236.0,4.0,1078.0,35.0,621.0,307.0,3.0,966.0,10.0,50.0,18.0,0.0,78.0,2122.0,78.6
363,SC01C,Fulton,2249.0,3.0,29.0,21.0,1.0,54.0,80.0,1031.0,448.0,8.0,1567.0,4.0,17.0,3.0,2.0,26.0,1647.0,73.2
369,SC05E,Fulton,688.0,8.0,31.0,30.0,0.0,69.0,33.0,246.0,114.0,3.0,396.0,5.0,3.0,3.0,0.0,11.0,476.0,69.2
349,RW09A,Fulton,1892.0,128.0,638.0,71.0,5.0,842.0,27.0,296.0,65.0,1.0,389.0,11.0,34.0,6.0,1.0,52.0,1283.0,67.8
347,RW08,Fulton,2429.0,139.0,561.0,350.0,6.0,1056.0,51.0,326.0,262.0,3.0,642.0,15.0,40.0,21.0,1.0,77.0,1775.0,73.1
356,RW17,Fulton,3100.0,138.0,496.0,138.0,2.0,774.0,143.0,713.0,361.0,2.0,1219.0,27.0,63.0,20.0,1.0,111.0,2104.0,67.9
332,ML05,Fulton,4843.0,249.0,1208.0,413.0,11.0,1881.0,116.0,927.0,547.0,2.0,1592.0,18.0,57.0,26.0,0.0,101.0,3574.0,73.8
333,ML06A,Fulton,2181.0,99.0,264.0,80.0,2.0,445.0,87.0,541.0,219.0,4.0,851.0,12.0,31.0,10.0,1.0,54.0,1350.0,61.9
334,ML06B,Fulton,3119.0,121.0,508.0,162.0,4.0,795.0,112.0,758.0,397.0,2.0,1269.0,22.0,44.0,27.0,0.0,93.0,2157.0,69.2
335,ML07A,Fulton,836.0,119.0,229.0,76.0,0.0,424.0,15.0,104.0,71.0,0.0,190.0,6.0,12.0,5.0,0.0,23.0,637.0,76.2
336,ML07B,Fulton,1675.0,212.0,482.0,158.0,1.0,853.0,47.0,222.0,132.0,0.0,401.0,3.0,21.0,13.0,0.0,37.0,1291.0,77.1
337,MP01,Fulton,472.0,122.0,30.0,21.0,5.0,178.0,81.0,37.0,54.0,1.0,173.0,10.0,2.0,2.0,0.0,14.0,365.0,77.3
348,RW09,Fulton,4450.0,272.0,1403.0,677.0,1.0,2353.0,57.0,653.0,620.0,1.0,1331.0,30.0,61.0,51.0,1.0,143.0,3827.0,86.0
338,PA01,Fulton,3006.0,51.0,211.0,123.0,7.0,392.0,168.0,818.0,321.0,11.0,1318.0,8.0,32.0,11.0,0.0,51.0,1761.0,58.6
340,RW02,Fulton,4061.0,223.0,1014.0,380.0,8.0,1625.0,78.0,782.0,569.0,6.0,1435.0,40.0,79.0,41.0,0.0,160.0,3220.0,79.3
341,RW03,Fulton,5041.0,228.0,854.0,305.0,7.0,1394.0,171.0,1000.0,595.0,7.0,1773.0,41.0,75.0,31.0,1.0,148.0,3315.0,65.8
342,RW04,Fulton,1861.0,67.0,461.0,164.0,1.0,693.0,26.0,441.0,286.0,0.0,753.0,5.0,48.0,13.0,0.0,66.0,1512.0,81.2
343,RW05,Fulton,2910.0,108.0,367.0,136.0,5.0,616.0,163.0,615.0,313.0,7.0,1098.0,21.0,33.0,23.0,1.0,78.0,1792.0,61.6
344,RW06,Fulton,3071.0,155.0,669.0,189.0,2.0,1015.0,70.0,703.0,368.0,6.0,1147.0,17.0,56.0,17.0,0.0,90.0,2252.0,73.3
345,RW07A,Fulton,1773.0,44.0,74.0,20.0,0.0,138.0,175.0,387.0,142.0,2.0,706.0,15.0,28.0,6.0,0.0,49.0,893.0,50.4
346,RW07B,Fulton,449.0,13.0,32.0,14.0,4.0,63.0,43.0,79.0,54.0,14.0,190.0,8.0,3.0,1.0,2.0,14.0,267.0,59.5
339,RW01,Fulton,5010.0,194.0,1464.0,680.0,9.0,2347.0,73.0,854.0,676.0,2.0,1605.0,13.0,89.0,45.0,1.0,148.0,4100.0,81.8
329,ML03,Fulton,3718.0,258.0,1315.0,409.0,4.0,1986.0,60.0,518.0,311.0,1.0,890.0,17.0,46.0,21.0,2.0,86.0,2962.0,79.7
288,EP02E,Fulton,1668.0,5.0,34.0,11.0,0.0,50.0,97.0,408.0,157.0,0.0,662.0,6.0,15.0,5.0,0.0,26.0,738.0,44.2
327,ML02A,Fulton,2580.0,243.0,930.0,270.0,2.0,1445.0,52.0,274.0,218.0,0.0,544.0,20.0,32.0,10.0,0.0,62.0,2051.0,79.5
248,AP05,Fulton,4776.0,262.0,1220.0,457.0,6.0,1945.0,81.0,953.0,598.0,4.0,1636.0,19.0,48.0,33.0,1.0,101.0,3682.0,77.1
249,AP06,Fulton,1967.0,114.0,630.0,167.0,10.0,921.0,31.0,331.0,197.0,2.0,561.0,7.0,36.0,15.0,0.0,58.0,1540.0,78.3
250,AP07A,Fulton,3910.0,170.0,866.0,304.0,12.0,1352.0,98.0,729.0,440.0,5.0,1272.0,23.0,70.0,23.0,10.0,126.0,2750.0,70.3
251,AP07B,Fulton,1882.0,77.0,531.0,172.0,12.0,792.0,49.0,389.0,191.0,5.0,634.0,9.0,18.0,16.0,3.0,46.0,1472.0,78.2
252,AP09A,Fulton,4437.0,203.0,990.0,375.0,6.0,1574.0,115.0,962.0,567.0,5.0,1649.0,30.0,83.0,30.0,0.0,143.0,3366.0,75.9
253,AP09B,Fulton,925.0,40.0,166.0,53.0,0.0,259.0,18.0,233.0,147.0,2.0,400.0,2.0,8.0,7.0,0.0,17.0,676.0,73.1
254,AP10,Fulton,992.0,46.0,332.0,95.0,20.0,493.0,19.0,152.0,84.0,9.0,264.0,5.0,21.0,10.0,8.0,44.0,801.0,80.7
255,AP12A,Fulton,746.0,27.0,113.0,34.0,2.0,176.0,38.0,165.0,81.0,11.0,295.0,2.0,16.0,2.0,2.0,22.0,493.0,66.1
256,AP12B,Fulton,947.0,23.0,100.0,72.0,5.0,200.0,47.0,198.0,107.0,2.0,354.0,5.0,9.0,4.0,1.0,19.0,573.0,60.5
257,AP12C,Fulton,2367.0,88.0,691.0,191.0,9.0,979.0,55.0,420.0,193.0,7.0,675.0,16.0,33.0,7.0,1.0,57.0,1711.0,72.3
258,AP14,Fulton,3232.0,99.0,838.0,279.0,4.0,1220.0,61.0,689.0,457.0,5.0,1212.0,11.0,54.0,29.0,0.0,94.0,2526.0,78.2
259,CH01,Fulton,376.0,12.0,26.0,13.0,1.0,52.0,9.0,103.0,38.0,3.0,153.0,2.0,1.0,1.0,0.0,4.0,209.0,55.6
260,CH02,Fulton,338.0,33.0,81.0,28.0,0.0,142.0,14.0,44.0,33.0,0.0,91.0,1.0,3.0,4.0,0.0,8.0,241.0,71.3
247,AP04B,Fulton,473.0,41.0,151.0,25.0,2.0,219.0,4.0,100.0,51.0,4.0,159.0,0.0,9.0,2.0,0.0,11.0,389.0,82.2
261,CH03,Fulton,410.0,44.0,108.0,35.0,0.0,187.0,11.0,58.0,23.0,0.0,92.0,8.0,7.0,1.0,0.0,16.0,295.0,72.0
208,11B,Fulton,4395.0,13.0,39.0,14.0,0.0,66.0,319.0,1289.0,815.0,33.0,2456.0,14.0,25.0,8.0,2.0,49.0,2571.0,58.5
207,10R,Fulton,928.0,4.0,7.0,1.0,1.0,13.0,93.0,190.0,79.0,11.0,373.0,2.0,5.0,0.0,2.0,9.0,395.0,42.6
206,10P,Fulton,1607.0,5.0,11.0,4.0,0.0,20.0,141.0,322.0,230.0,4.0,697.0,6.0,12.0,5.0,1.0,24.0,741.0,46.1
205,10M,Fulton,2880.0,16.0,31.0,22.0,0.0,69.0,224.0,817.0,414.0,12.0,1467.0,12.0,29.0,8.0,2.0,51.0,1587.0,55.1
204,10K,Fulton,1614.0,6.0,27.0,8.0,0.0,41.0,101.0,522.0,298.0,5.0,926.0,8.0,19.0,1.0,0.0,28.0,995.0,61.6
203,10J,Fulton,1238.0,12.0,5.0,5.0,1.0,23.0,131.0,184.0,123.0,13.0,451.0,5.0,6.0,3.0,1.0,15.0,489.0,39.5
202,10I,Fulton,331.0,3.0,3.0,1.0,0.0,7.0,13.0,157.0,91.0,0.0,261.0,0.0,1.0,0.0,0.0,1.0,269.0,81.3
201,10H2,Fulton,2623.0,7.0,22.0,8.0,1.0,38.0,162.0,521.0,331.0,12.0,1026.0,9.0,10.0,3.0,1.0,23.0,1087.0,41.4
200,10H1,Fulton,439.0,2.0,5.0,0.0,0.0,7.0,26.0,142.0,78.0,13.0,259.0,2.0,7.0,2.0,1.0,12.0,278.0,63.3
199,10G,Fulton,1332.0,10.0,14.0,7.0,1.0,32.0,88.0,490.0,230.0,3.0,811.0,7.0,13.0,4.0,0.0,24.0,867.0,65.1
198,10F,Fulton,1208.0,7.0,15.0,6.0,1.0,29.0,110.0,290.0,193.0,12.0,605.0,2.0,7.0,1.0,1.0,11.0,645.0,53.4
197,10E,Fulton,1084.0,5.0,8.0,5.0,0.0,18.0,88.0,292.0,181.0,4.0,565.0,4.0,6.0,1.0,0.0,11.0,594.0,54.8
262,CH04A,Fulton,825.0,43.0,212.0,66.0,0.0,321.0,12.0,201.0,91.0,0.0,304.0,6.0,13.0,2.0,0.0,21.0,646.0,78.3
209,11B1,Fulton,894.0,10.0,9.0,1.0,0.0,20.0,62.0,283.0,29.0,5.0,379.0,3.0,4.0,0.0,0.0,7.0,406.0,45.4
263,CH05,Fulton,429.0,43.0,127.0,47.0,0.0,217.0,7.0,45.0,36.0,0.0,88.0,3.0,9.0,4.0,0.0,16.0,321.0,74.8
246,AP04A,Fulton,1760.0,83.0,489.0,214.0,5.0,791.0,33.0,331.0,190.0,4.0,558.0,10.0,23.0,16.0,0.0,49.0,1398.0,79.4
244,AP02B,Fulton,677.0,25.0,89.0,84.0,5.0,203.0,8.0,118.0,111.0,3.0,240.0,1.0,7.0,2.0,0.0,10.0,453.0,66.9
216,11J,Fulton,2092.0,9.0,16.0,5.0,0.0,30.0,172.0,487.0,323.0,20.0,1002.0,9.0,11.0,5.0,2.0,27.0,1059.0,50.6
217,11K,Fulton,2045.0,10.0,16.0,9.0,3.0,38.0,132.0,601.0,375.0,10.0,1118.0,5.0,13.0,4.0,1.0,23.0,1179.0,57.7
218,11M,Fulton,1380.0,5.0,14.0,5.0,1.0,25.0,96.0,556.0,345.0,7.0,1004.0,6.0,8.0,3.0,1.0,18.0,1047.0,75.9
219,11M1,Fulton,2190.0,5.0,19.0,0.0,2.0,26.0,127.0,505.0,53.0,25.0,710.0,9.0,19.0,0.0,0.0,28.0,764.0,34.9
220,11N,Fulton,2431.0,11.0,28.0,12.0,0.0,51.0,178.0,785.0,439.0,2.0,1404.0,11.0,16.0,5.0,2.0,34.0,1489.0,61.3
221,11P,Fulton,2095.0,6.0,13.0,10.0,1.0,30.0,127.0,529.0,380.0,12.0,1048.0,4.0,10.0,3.0,1.0,18.0,1096.0,52.3
222,11R,Fulton,2253.0,7.0,16.0,5.0,0.0,28.0,110.0,426.0,224.0,6.0,766.0,4.0,13.0,4.0,0.0,21.0,815.0,36.2
223,12A,Fulton,4971.0,36.0,80.0,41.0,1.0,158.0,260.0,1540.0,721.0,23.0,2544.0,18.0,60.0,17.0,2.0,97.0,2799.0,56.3
224,12A1,Fulton,690.0,7.0,16.0,1.0,0.0,24.0,35.0,291.0,22.0,8.0,356.0,4.0,10.0,0.0,0.0,14.0,394.0,57.1
225,12D,Fulton,1408.0,12.0,13.0,4.0,0.0,29.0,94.0,341.0,136.0,2.0,573.0,4.0,3.0,4.0,0.0,11.0,613.0,43.5
226,12E1,Fulton,1906.0,7.0,22.0,26.0,0.0,55.0,113.0,288.0,232.0,2.0,635.0,5.0,8.0,5.0,2.0,20.0,710.0,37.3
227,12F,Fulton,1229.0,4.0,14.0,5.0,0.0,23.0,103.0,283.0,84.0,2.0,472.0,8.0,10.0,1.0,0.0,19.0,514.0,41.8
228,12G,Fulton,885.0,4.0,10.0,10.0,0.0,24.0,53.0,174.0,174.0,1.0,402.0,0.0,4.0,3.0,0.0,7.0,433.0,48.9
245,AP03,Fulton,775.0,29.0,52.0,13.0,0.0,94.0,66.0,176.0,55.0,2.0,299.0,6.0,9.0,5.0,4.0,24.0,417.0,53.8
229,12H1,Fulton,1170.0,4.0,13.0,7.0,0.0,24.0,91.0,159.0,73.0,13.0,336.0,8.0,3.0,0.0,0.0,11.0,371.0,31.7
231,12I,Fulton,1079.0,3.0,10.0,4.0,1.0,18.0,49.0,206.0,142.0,41.0,438.0,6.0,10.0,1.0,2.0,19.0,475.0,44.0
232,12J,Fulton,3154.0,21.0,22.0,10.0,5.0,58.0,237.0,678.0,328.0,29.0,1272.0,12.0,23.0,10.0,1.0,46.0,1376.0,43.6
233,12K,Fulton,3620.0,16.0,59.0,24.0,2.0,101.0,184.0,883.0,341.0,8.0,1416.0,12.0,46.0,7.0,0.0,65.0,1582.0,43.7
234,12L,Fulton,774.0,1.0,10.0,3.0,1.0,15.0,54.0,130.0,67.0,2.0,253.0,2.0,1.0,3.0,1.0,7.0,275.0,35.5
235,12M,Fulton,2990.0,19.0,20.0,8.0,0.0,47.0,342.0,620.0,293.0,21.0,1276.0,12.0,16.0,8.0,2.0,38.0,1361.0,45.5
236,12N,Fulton,1134.0,5.0,6.0,3.0,0.0,14.0,88.0,210.0,79.0,12.0,389.0,3.0,7.0,3.0,1.0,14.0,417.0,36.8
237,12S,Fulton,2079.0,9.0,18.0,7.0,0.0,34.0,158.0,545.0,236.0,15.0,954.0,3.0,19.0,2.0,0.0,24.0,1012.0,48.7
238,AP01A,Fulton,5236.0,171.0,1324.0,500.0,0.0,1995.0,100.0,1115.0,649.0,4.0,1868.0,19.0,63.0,34.0,0.0,116.0,3979.0,76.0
239,AP01B,Fulton,1281.0,50.0,259.0,105.0,4.0,418.0,39.0,257.0,129.0,5.0,430.0,7.0,11.0,5.0,1.0,24.0,872.0,68.1
240,AP01C,Fulton,2409.0,83.0,677.0,185.0,5.0,950.0,45.0,491.0,288.0,5.0,829.0,12.0,34.0,11.0,1.0,58.0,1837.0,76.3
241,AP01D,Fulton,1015.0,30.0,191.0,69.0,0.0,290.0,33.0,198.0,127.0,0.0,358.0,7.0,8.0,7.0,0.0,22.0,670.0,66.0
242,AP021,Fulton,3408.0,158.0,903.0,242.0,0.0,1303.0,91.0,716.0,299.0,3.0,1109.0,19.0,63.0,20.0,1.0,103.0,2515.0,73.8
243,AP022,Fulton,2507.0,79.0,489.0,189.0,0.0,757.0,86.0,462.0,337.0,0.0,885.0,14.0,30.0,13.0,0.0,57.0,1699.0,67.8
230,12H2,Fulton,2998.0,14.0,16.0,8.0,0.0,38.0,264.0,668.0,384.0,8.0,1324.0,12.0,15.0,6.0,2.0,35.0,1397.0,46.6
196,10D,Fulton,4968.0,23.0,32.0,18.0,11.0,84.0,281.0,1075.0,519.0,132.0,2007.0,14.0,22.0,11.0,8.0,55.0,2146.0,43.2
189,09I,Fulton,1397.0,9.0,16.0,5.0,0.0,30.0,132.0,236.0,170.0,1.0,539.0,7.0,10.0,1.0,1.0,19.0,588.0,42.1
264,CP011,Fulton,1353.0,15.0,97.0,28.0,2.0,142.0,78.0,351.0,143.0,7.0,579.0,10.0,14.0,7.0,0.0,31.0,752.0,55.6
299,FC02,Fulton,585.0,4.0,4.0,2.0,0.0,10.0,10.0,27.0,7.0,2.0,46.0,0.0,1.0,0.0,0.0,1.0,57.0,9.7
300,FC03,Fulton,17.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,17.0,100.0
301,HP01,Fulton,3824.0,128.0,289.0,100.0,1.0,518.0,256.0,830.0,415.0,5.0,1506.0,26.0,55.0,27.0,0.0,108.0,2132.0,55.8
302,JC01,Fulton,4128.0,184.0,748.0,335.0,7.0,1274.0,115.0,1028.0,825.0,4.0,1972.0,16.0,45.0,33.0,1.0,95.0,3341.0,80.9
303,JC01A,Fulton,1738.0,90.0,235.0,38.0,6.0,369.0,83.0,421.0,100.0,1.0,605.0,5.0,23.0,2.0,0.0,30.0,1004.0,57.8
304,JC02,Fulton,3001.0,118.0,526.0,253.0,3.0,900.0,102.0,594.0,473.0,3.0,1172.0,8.0,27.0,14.0,0.0,49.0,2121.0,70.7
305,JC03A,Fulton,594.0,30.0,142.0,30.0,2.0,204.0,12.0,176.0,56.0,3.0,247.0,0.0,15.0,2.0,0.0,17.0,468.0,78.8
306,JC03B,Fulton,1616.0,85.0,287.0,71.0,0.0,443.0,59.0,398.0,245.0,0.0,702.0,10.0,31.0,8.0,0.0,49.0,1194.0,73.9
307,JC04A,Fulton,3177.0,86.0,852.0,229.0,10.0,1177.0,41.0,757.0,464.0,7.0,1269.0,6.0,45.0,25.0,0.0,76.0,2522.0,79.4
308,JC04B,Fulton,334.0,10.0,49.0,21.0,0.0,80.0,4.0,87.0,40.0,0.0,131.0,0.0,5.0,4.0,0.0,9.0,220.0,65.9
309,JC04C,Fulton,1251.0,44.0,266.0,83.0,0.0,393.0,18.0,316.0,191.0,0.0,525.0,4.0,25.0,7.0,0.0,36.0,954.0,76.3
310,JC05,Fulton,2350.0,99.0,521.0,118.0,1.0,739.0,52.0,574.0,272.0,3.0,901.0,13.0,39.0,22.0,0.0,74.0,1714.0,72.9
311,JC06,Fulton,2840.0,154.0,603.0,263.0,4.0,1024.0,93.0,468.0,331.0,4.0,896.0,19.0,32.0,18.0,0.0,69.0,1989.0,70.0
