,Precinct,County,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,calc_participation
103,03C,Fulton,1879.0,2.0,2.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,17.0,39.0,18.0,2.0,76.0,4.0,19.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,0.0,16.0,1.0,6.0,1.0,0.0,8.0,4.0,4.0,6.0,0.0,14.0,3.0,10.0,1.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,114.0,258.0,192.0,6.0,570.0,0.0,3.0,3.0,0.0,6.0,765.0,40.7
102,03B,Fulton,777.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,10.0,6.0,5.0,0.0,21.0,6.0,6.0,3.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,10.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,77.0,46.0,0.0,155.0,3.0,0.0,0.0,0.0,3.0,235.0,30.2
101,03A,Fulton,2230.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,4.0,1.0,1.0,9.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,21.0,37.0,9.0,4.0,71.0,2.0,13.0,5.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,7.0,0.0,28.0,3.0,16.0,1.0,0.0,20.0,3.0,7.0,4.0,0.0,14.0,8.0,10.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,104.0,297.0,197.0,12.0,610.0,1.0,3.0,2.0,0.0,6.0,814.0,36.5
100,02W,Fulton,978.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,7.0,20.0,10.0,0.0,37.0,1.0,5.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,35.0,4.0,0.0,48.0,1.0,17.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,8.0,0.0,28.0,10.0,33.0,6.0,0.0,49.0,13.0,36.0,10.0,0.0,59.0,1.0,13.0,2.0,0.0,16.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,3.0,23.0,239.0,92.0,0.0,354.0,0.0,3.0,1.0,0.0,4.0,645.0,66.0
99,02S,Fulton,790.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,5.0,4.0,4.0,2.0,0.0,10.0,3.0,3.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,23.0,6.0,0.0,31.0,3.0,10.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,5.0,0.0,18.0,8.0,17.0,4.0,0.0,29.0,7.0,10.0,12.0,0.0,29.0,1.0,6.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,198.0,104.0,0.0,322.0,0.0,1.0,0.0,0.0,1.0,493.0,62.4
98,02L2,Fulton,2249.0,2.0,2.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,4.0,12.0,43.0,18.0,1.0,74.0,1.0,3.0,3.0,0.0,7.0,1.0,4.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,8.0,22.0,103.0,33.0,1.0,159.0,3.0,21.0,12.0,0.0,36.0,4.0,2.0,1.0,0.0,7.0,4.0,42.0,8.0,1.0,55.0,10.0,76.0,16.0,0.0,102.0,25.0,96.0,27.0,0.0,148.0,4.0,34.0,3.0,0.0,41.0,2.0,9.0,6.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,5.0,0.0,13.0,2.0,2.0,0.0,0.0,4.0,50.0,486.0,260.0,2.0,798.0,0.0,4.0,5.0,0.0,9.0,1496.0,66.5
97,02L1A,Fulton,1477.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,9.0,31.0,5.0,1.0,46.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,10.0,53.0,4.0,1.0,68.0,4.0,15.0,2.0,0.0,21.0,1.0,0.0,1.0,0.0,2.0,1.0,17.0,5.0,0.0,23.0,7.0,39.0,7.0,0.0,53.0,15.0,47.0,5.0,1.0,68.0,2.0,16.0,0.0,0.0,18.0,3.0,6.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,37.0,383.0,63.0,4.0,487.0,4.0,9.0,3.0,0.0,16.0,831.0,56.3
96,02L1,Fulton,5546.0,3.0,3.0,2.0,0.0,8.0,1.0,5.0,7.0,0.0,13.0,36.0,114.0,73.0,0.0,223.0,3.0,14.0,7.0,0.0,24.0,1.0,10.0,2.0,1.0,14.0,0.0,6.0,1.0,0.0,7.0,2.0,17.0,5.0,0.0,24.0,22.0,193.0,79.0,3.0,297.0,10.0,33.0,23.0,0.0,66.0,2.0,10.0,1.0,0.0,13.0,12.0,56.0,24.0,0.0,92.0,19.0,166.0,65.0,1.0,251.0,53.0,253.0,125.0,5.0,436.0,6.0,46.0,12.0,1.0,65.0,5.0,31.0,21.0,0.0,57.0,1.0,7.0,2.0,0.0,10.0,1.0,18.0,18.0,0.0,37.0,2.0,11.0,1.0,0.0,14.0,80.0,1357.0,955.0,4.0,2396.0,2.0,13.0,10.0,0.0,25.0,4072.0,73.4
95,02K,Fulton,1461.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,4.0,12.0,39.0,9.0,0.0,60.0,0.0,5.0,1.0,0.0,6.0,2.0,3.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,6.0,40.0,14.0,0.0,60.0,1.0,15.0,6.0,0.0,22.0,0.0,1.0,1.0,0.0,2.0,1.0,12.0,7.0,0.0,20.0,3.0,41.0,7.0,0.0,51.0,15.0,44.0,10.0,0.0,69.0,0.0,11.0,1.0,0.0,12.0,3.0,8.0,4.0,0.0,15.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,22.0,439.0,238.0,0.0,699.0,0.0,3.0,0.0,0.0,3.0,1047.0,71.7
94,02J,Fulton,2273.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,5.0,6.0,39.0,23.0,2.0,70.0,4.0,6.0,5.0,0.0,15.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,9.0,59.0,21.0,2.0,91.0,4.0,18.0,1.0,1.0,24.0,1.0,2.0,0.0,0.0,3.0,2.0,29.0,7.0,1.0,39.0,9.0,85.0,15.0,0.0,109.0,27.0,52.0,41.0,0.0,120.0,5.0,10.0,1.0,0.0,16.0,3.0,8.0,4.0,0.0,15.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,6.0,0.0,1.0,3.0,0.0,4.0,48.0,653.0,359.0,6.0,1066.0,2.0,3.0,1.0,0.0,6.0,1606.0,70.7
92,02F2,Fulton,851.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0,10.0,5.0,1.0,22.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,4.0,20.0,8.0,1.0,33.0,3.0,6.0,4.0,0.0,13.0,2.0,0.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,13.0,6.0,24.0,6.0,0.0,36.0,7.0,22.0,7.0,2.0,38.0,0.0,6.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,22.0,182.0,103.0,1.0,308.0,0.0,0.0,1.0,0.0,1.0,491.0,57.7
447,UC01B,Fulton,428.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,11.0,21.0,4.0,1.0,37.0,0.0,7.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,11.0,2.0,4.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,4.0,3.0,8.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,87.0,22.0,3.0,134.0,0.0,3.0,0.0,0.0,3.0,230.0,53.7
210,11C,Fulton,3149.0,3.0,1.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,1.0,9.0,4.0,0.0,14.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,32.0,135.0,29.0,6.0,202.0,6.0,43.0,13.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,6.0,4.0,54.0,5.0,25.0,4.0,0.0,34.0,4.0,11.0,3.0,0.0,18.0,3.0,18.0,0.0,2.0,23.0,0.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,7.0,2.0,8.0,3.0,0.0,13.0,0.0,2.0,0.0,0.0,2.0,93.0,1068.0,521.0,0.0,1682.0,3.0,9.0,1.0,0.0,13.0,2150.0,68.3
445,SS31,Fulton,1703.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,17.0,131.0,54.0,0.0,202.0,0.0,1.0,3.0,0.0,4.0,1.0,3.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,6.0,7.0,49.0,10.0,0.0,66.0,2.0,18.0,7.0,0.0,27.0,2.0,1.0,2.0,0.0,5.0,6.0,20.0,6.0,0.0,32.0,7.0,30.0,23.0,0.0,60.0,25.0,190.0,73.0,0.0,288.0,2.0,13.0,0.0,0.0,15.0,1.0,7.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,26.0,294.0,224.0,0.0,544.0,2.0,4.0,2.0,0.0,8.0,1286.0,75.5
393,SC17C,Fulton,1293.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,5.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,61.0,10.0,0.0,81.0,6.0,25.0,2.0,0.0,33.0,1.0,1.0,0.0,0.0,2.0,10.0,19.0,5.0,0.0,34.0,5.0,17.0,1.0,0.0,23.0,6.0,13.0,3.0,0.0,22.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,28.0,358.0,161.0,0.0,547.0,0.0,5.0,3.0,0.0,8.0,785.0,60.7
159,07D,Fulton,4879.0,4.0,2.0,1.0,0.0,7.0,2.0,8.0,1.0,1.0,12.0,61.0,289.0,71.0,3.0,424.0,2.0,11.0,3.0,0.0,16.0,5.0,20.0,7.0,0.0,32.0,2.0,7.0,2.0,0.0,11.0,2.0,16.0,5.0,0.0,23.0,35.0,177.0,42.0,2.0,256.0,9.0,39.0,18.0,1.0,67.0,7.0,12.0,1.0,0.0,20.0,11.0,41.0,17.0,1.0,70.0,22.0,115.0,31.0,3.0,171.0,112.0,499.0,154.0,9.0,774.0,6.0,39.0,3.0,0.0,48.0,5.0,12.0,3.0,0.0,20.0,1.0,6.0,3.0,0.0,10.0,2.0,11.0,4.0,0.0,17.0,2.0,10.0,0.0,0.0,12.0,75.0,706.0,404.0,7.0,1192.0,6.0,12.0,0.0,0.0,18.0,3200.0,65.6
158,07C,Fulton,4512.0,0.0,2.0,3.0,0.0,5.0,2.0,8.0,11.0,0.0,21.0,45.0,248.0,184.0,4.0,481.0,0.0,3.0,4.0,0.0,7.0,1.0,7.0,4.0,0.0,12.0,2.0,2.0,4.0,0.0,8.0,2.0,12.0,10.0,0.0,24.0,23.0,109.0,47.0,0.0,179.0,8.0,28.0,14.0,1.0,51.0,0.0,2.0,3.0,0.0,5.0,5.0,26.0,9.0,0.0,40.0,14.0,74.0,43.0,0.0,131.0,110.0,402.0,293.0,5.0,810.0,6.0,18.0,2.0,0.0,26.0,6.0,8.0,3.0,0.0,17.0,0.0,4.0,4.0,0.0,8.0,0.0,10.0,6.0,0.0,16.0,5.0,12.0,2.0,1.0,20.0,75.0,585.0,630.0,4.0,1294.0,2.0,11.0,4.0,0.0,17.0,3172.0,70.3
157,07B,Fulton,2952.0,0.0,2.0,2.0,0.0,4.0,2.0,4.0,5.0,0.0,11.0,50.0,305.0,114.0,0.0,469.0,2.0,1.0,4.0,0.0,7.0,2.0,3.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,4.0,1.0,11.0,5.0,0.0,17.0,3.0,33.0,24.0,0.0,60.0,1.0,3.0,1.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,7.0,3.0,0.0,10.0,8.0,44.0,30.0,0.0,82.0,121.0,603.0,211.0,1.0,936.0,1.0,4.0,0.0,0.0,5.0,3.0,7.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,1.0,2.0,0.0,0.0,3.0,43.0,404.0,357.0,0.0,804.0,0.0,3.0,0.0,0.0,3.0,2448.0,82.9
156,07A,Fulton,7691.0,2.0,6.0,2.0,0.0,10.0,3.0,11.0,4.0,0.0,18.0,116.0,473.0,185.0,3.0,777.0,3.0,7.0,5.0,0.0,15.0,10.0,13.0,6.0,1.0,30.0,4.0,7.0,7.0,0.0,18.0,14.0,23.0,14.0,1.0,52.0,60.0,211.0,91.0,2.0,364.0,24.0,49.0,26.0,1.0,100.0,5.0,12.0,5.0,0.0,22.0,17.0,70.0,24.0,1.0,112.0,31.0,143.0,95.0,1.0,270.0,191.0,799.0,264.0,5.0,1259.0,6.0,41.0,6.0,1.0,54.0,13.0,21.0,8.0,0.0,42.0,2.0,6.0,3.0,0.0,11.0,5.0,16.0,9.0,0.0,30.0,3.0,10.0,5.0,0.0,18.0,130.0,1170.0,813.0,8.0,2121.0,4.0,10.0,4.0,0.0,18.0,5341.0,69.4
155,06R,Fulton,2015.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,6.0,0.0,11.0,18.0,53.0,27.0,1.0,99.0,1.0,2.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,2.0,1.0,9.0,4.0,34.0,20.0,0.0,58.0,4.0,6.0,2.0,1.0,13.0,1.0,1.0,0.0,0.0,2.0,1.0,11.0,4.0,0.0,16.0,3.0,51.0,13.0,0.0,67.0,19.0,114.0,58.0,0.0,191.0,1.0,11.0,0.0,0.0,12.0,2.0,3.0,3.0,0.0,8.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,32.0,493.0,311.0,1.0,837.0,1.0,9.0,3.0,0.0,13.0,1357.0,67.3
394,SC18A,Fulton,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,21.0,8.0,0.0,40.0,5.0,9.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,2.0,14.0,2.0,0.0,18.0,2.0,4.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,6.0,2.0,7.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,161.0,109.0,0.0,287.0,2.0,2.0,2.0,0.0,6.0,396.0,69.5
395,SC18B,Fulton,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,7.0,10.0,46.0,11.0,0.0,67.0,4.0,17.0,6.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,2.0,0.0,30.0,0.0,10.0,1.0,0.0,11.0,1.0,6.0,3.0,0.0,10.0,0.0,7.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,338.0,137.0,0.0,498.0,0.0,7.0,0.0,0.0,7.0,682.0,74.5
396,SC18C,Fulton,2100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,12.0,9.0,0.0,22.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,5.0,22.0,110.0,20.0,0.0,152.0,9.0,30.0,5.0,0.0,44.0,0.0,1.0,1.0,0.0,2.0,6.0,28.0,9.0,0.0,43.0,1.0,21.0,8.0,0.0,30.0,2.0,11.0,9.0,0.0,22.0,2.0,19.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,788.0,364.0,0.0,1186.0,2.0,7.0,1.0,0.0,10.0,1559.0,74.2
397,SC19A,Fulton,213.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,34.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,142.0,66.7
398,SC19B,Fulton,1628.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,8.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,3.0,0.0,8.0,23.0,53.0,16.0,1.0,93.0,12.0,17.0,6.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,5.0,16.0,7.0,0.0,28.0,3.0,12.0,1.0,1.0,17.0,1.0,7.0,6.0,0.0,14.0,1.0,11.0,1.0,0.0,13.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,90.0,309.0,180.0,7.0,586.0,2.0,6.0,1.0,0.0,9.0,831.0,51.0
399,SC20,Fulton,2562.0,0.0,3.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,2.0,10.0,2.0,2.0,16.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,6.0,25.0,137.0,23.0,6.0,191.0,6.0,57.0,4.0,3.0,70.0,0.0,1.0,0.0,0.0,1.0,4.0,63.0,7.0,1.0,75.0,12.0,53.0,4.0,2.0,71.0,1.0,21.0,4.0,1.0,27.0,3.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,0.0,9.0,2.0,0.0,11.0,0.0,5.0,0.0,0.0,5.0,55.0,1113.0,325.0,12.0,1505.0,2.0,11.0,0.0,1.0,14.0,2031.0,79.3
400,SC211,Fulton,1828.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,20.0,135.0,33.0,0.0,188.0,10.0,56.0,13.0,0.0,79.0,1.0,0.0,0.0,0.0,1.0,9.0,38.0,14.0,0.0,61.0,4.0,29.0,3.0,0.0,36.0,4.0,19.0,7.0,0.0,30.0,7.0,19.0,5.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,6.0,3.0,0.0,9.0,1.0,1.0,2.0,0.0,4.0,47.0,537.0,217.0,0.0,801.0,2.0,7.0,3.0,0.0,12.0,1278.0,69.9
