,Precinct,County,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,calc_participation
1418,West Acres Baptist,Columbia,2424.0,1.0,3.0,4.0,0.0,8.0,1.0,1.0,2.0,0.0,4.0,115.0,288.0,72.0,0.0,475.0,1.0,3.0,3.0,0.0,7.0,7.0,8.0,1.0,0.0,16.0,0.0,3.0,3.0,0.0,6.0,6.0,13.0,2.0,0.0,21.0,15.0,37.0,29.0,0.0,81.0,1.0,5.0,5.0,0.0,11.0,5.0,9.0,2.0,0.0,16.0,2.0,10.0,5.0,0.0,17.0,8.0,24.0,11.0,0.0,43.0,165.0,423.0,87.0,1.0,676.0,4.0,7.0,3.0,0.0,14.0,1.0,6.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0,4.0,1.0,11.0,6.0,0.0,18.0,3.0,5.0,4.0,0.0,12.0,53.0,156.0,138.0,0.0,347.0,2.0,3.0,1.0,0.0,6.0,1790.0,73.8
1417,Church of Our Savior,Columbia,2310.0,3.0,1.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,3.0,116.0,184.0,72.0,1.0,373.0,3.0,0.0,1.0,0.0,4.0,6.0,7.0,3.0,0.0,16.0,3.0,2.0,0.0,0.0,5.0,5.0,11.0,4.0,0.0,20.0,31.0,47.0,34.0,0.0,112.0,10.0,10.0,9.0,0.0,29.0,4.0,7.0,1.0,0.0,12.0,10.0,10.0,7.0,0.0,27.0,28.0,17.0,15.0,0.0,60.0,165.0,257.0,111.0,2.0,535.0,4.0,5.0,3.0,0.0,12.0,8.0,7.0,0.0,0.0,15.0,1.0,3.0,0.0,0.0,4.0,4.0,11.0,17.0,0.0,32.0,4.0,9.0,2.0,0.0,15.0,61.0,139.0,135.0,2.0,337.0,3.0,5.0,1.0,0.0,9.0,1625.0,70.3
1416,Gold Cross EMS,Columbia,1889.0,1.0,3.0,2.0,0.0,6.0,5.0,1.0,0.0,0.0,6.0,65.0,176.0,117.0,2.0,360.0,1.0,2.0,0.0,0.0,3.0,5.0,7.0,6.0,0.0,18.0,1.0,2.0,1.0,0.0,4.0,2.0,4.0,3.0,0.0,9.0,12.0,29.0,10.0,0.0,51.0,4.0,3.0,2.0,0.0,9.0,2.0,6.0,3.0,0.0,11.0,1.0,7.0,4.0,0.0,12.0,8.0,12.0,7.0,0.0,27.0,150.0,269.0,165.0,2.0,586.0,3.0,2.0,1.0,0.0,6.0,8.0,4.0,2.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,13.0,0.0,21.0,4.0,12.0,4.0,0.0,20.0,33.0,80.0,100.0,1.0,214.0,0.0,3.0,1.0,0.0,4.0,1382.0,73.2
1399,Riverview Church,Columbia,1320.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,44.0,152.0,28.0,0.0,224.0,1.0,2.0,0.0,0.0,3.0,4.0,4.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,9.0,8.0,21.0,14.0,0.0,43.0,1.0,6.0,4.0,0.0,11.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,10.0,4.0,17.0,5.0,0.0,26.0,98.0,286.0,58.0,0.0,442.0,1.0,3.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,10.0,0.0,20.0,1.0,3.0,4.0,0.0,8.0,36.0,115.0,93.0,0.0,244.0,0.0,1.0,3.0,0.0,4.0,1076.0,81.5
1398,Parkway Baptist Church,Columbia,4596.0,4.0,8.0,3.0,0.0,15.0,8.0,8.0,6.0,0.0,22.0,189.0,563.0,105.0,1.0,858.0,5.0,6.0,5.0,0.0,16.0,13.0,13.0,3.0,0.0,29.0,5.0,2.0,1.0,0.0,8.0,13.0,22.0,3.0,0.0,38.0,27.0,98.0,42.0,0.0,167.0,12.0,35.0,13.0,0.0,60.0,6.0,24.0,3.0,0.0,33.0,8.0,30.0,11.0,0.0,49.0,12.0,71.0,18.0,0.0,101.0,349.0,835.0,146.0,1.0,1331.0,6.0,16.0,4.0,0.0,26.0,13.0,12.0,5.0,0.0,30.0,4.0,1.0,2.0,0.0,7.0,4.0,33.0,24.0,0.0,61.0,7.0,22.0,1.0,0.0,30.0,66.0,418.0,228.0,0.0,712.0,3.0,8.0,0.0,0.0,11.0,3604.0,78.4
1414,Lakeside Middle,Columbia,1923.0,1.0,2.0,1.0,0.0,4.0,9.0,4.0,1.0,0.0,14.0,86.0,176.0,30.0,0.0,292.0,3.0,2.0,1.0,0.0,6.0,10.0,6.0,4.0,0.0,20.0,1.0,2.0,0.0,0.0,3.0,8.0,5.0,2.0,0.0,15.0,19.0,34.0,22.0,0.0,75.0,5.0,9.0,4.0,0.0,18.0,4.0,8.0,1.0,0.0,13.0,4.0,13.0,9.0,0.0,26.0,6.0,26.0,11.0,0.0,43.0,133.0,279.0,50.0,0.0,462.0,3.0,6.0,3.0,0.0,12.0,6.0,9.0,2.0,0.0,17.0,0.0,7.0,1.0,0.0,8.0,6.0,18.0,13.0,0.0,37.0,7.0,5.0,2.0,0.0,14.0,57.0,129.0,84.0,1.0,271.0,3.0,2.0,3.0,0.0,8.0,1358.0,70.6
1403,Belair Baptist Church,Columbia,2440.0,3.0,3.0,1.0,0.0,7.0,2.0,1.0,5.0,0.0,8.0,114.0,226.0,80.0,0.0,420.0,3.0,2.0,2.0,0.0,7.0,11.0,7.0,2.0,0.0,20.0,1.0,3.0,0.0,0.0,4.0,10.0,6.0,2.0,0.0,18.0,20.0,43.0,24.0,0.0,87.0,6.0,16.0,11.0,0.0,33.0,8.0,8.0,2.0,0.0,18.0,2.0,8.0,6.0,0.0,16.0,15.0,24.0,9.0,0.0,48.0,186.0,336.0,83.0,1.0,606.0,1.0,9.0,1.0,0.0,11.0,18.0,6.0,0.0,0.0,24.0,3.0,0.0,4.0,0.0,7.0,11.0,24.0,16.0,0.0,51.0,4.0,5.0,4.0,0.0,13.0,57.0,199.0,130.0,1.0,387.0,2.0,3.0,2.0,0.0,7.0,1792.0,73.4
1405,Westside Baptist Church,Columbia,1516.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,97.0,169.0,70.0,0.0,336.0,3.0,1.0,1.0,0.0,5.0,8.0,4.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,11.0,10.0,15.0,12.0,0.0,37.0,1.0,1.0,3.0,0.0,5.0,7.0,6.0,3.0,0.0,16.0,2.0,3.0,3.0,0.0,8.0,5.0,9.0,7.0,0.0,21.0,152.0,219.0,110.0,0.0,481.0,4.0,2.0,3.0,0.0,9.0,9.0,7.0,1.0,0.0,17.0,3.0,1.0,0.0,0.0,4.0,2.0,10.0,17.0,0.0,29.0,4.0,3.0,0.0,0.0,7.0,39.0,71.0,84.0,0.0,194.0,1.0,3.0,4.0,0.0,8.0,1206.0,79.6
1410,Gospel Water Branch,Columbia,2096.0,2.0,5.0,3.0,0.0,10.0,2.0,4.0,2.0,0.0,8.0,77.0,228.0,55.0,1.0,361.0,0.0,1.0,3.0,0.0,4.0,5.0,6.0,8.0,1.0,20.0,2.0,1.0,0.0,0.0,3.0,5.0,10.0,5.0,0.0,20.0,9.0,46.0,28.0,1.0,84.0,6.0,9.0,4.0,0.0,19.0,4.0,3.0,4.0,0.0,11.0,8.0,13.0,1.0,0.0,22.0,8.0,28.0,16.0,0.0,52.0,151.0,397.0,86.0,0.0,634.0,1.0,3.0,6.0,0.0,10.0,1.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,3.0,12.0,13.0,0.0,28.0,4.0,3.0,0.0,0.0,7.0,60.0,150.0,139.0,0.0,349.0,2.0,3.0,4.0,0.0,9.0,1659.0,79.2
1406,Trinity Baptist Church,Columbia,2836.0,1.0,4.0,3.0,0.0,8.0,2.0,3.0,1.0,0.0,6.0,152.0,300.0,87.0,1.0,540.0,0.0,3.0,2.0,0.0,5.0,14.0,17.0,3.0,0.0,34.0,6.0,3.0,0.0,0.0,9.0,8.0,14.0,8.0,0.0,30.0,25.0,27.0,14.0,0.0,66.0,6.0,8.0,7.0,0.0,21.0,9.0,5.0,2.0,0.0,16.0,8.0,9.0,8.0,0.0,25.0,13.0,21.0,17.0,0.0,51.0,253.0,427.0,159.0,1.0,840.0,1.0,5.0,1.0,0.0,7.0,6.0,8.0,1.0,0.0,15.0,1.0,1.0,3.0,0.0,5.0,4.0,11.0,10.0,0.0,25.0,9.0,13.0,2.0,0.0,24.0,50.0,152.0,113.0,1.0,316.0,4.0,2.0,3.0,0.0,9.0,2052.0,72.4
1407,Abilene Baptist,Columbia,2046.0,3.0,1.0,2.0,0.0,6.0,0.0,2.0,2.0,0.0,4.0,90.0,185.0,57.0,0.0,332.0,1.0,3.0,1.0,0.0,5.0,9.0,10.0,5.0,0.0,24.0,1.0,2.0,1.0,0.0,4.0,9.0,4.0,0.0,0.0,13.0,8.0,33.0,21.0,0.0,62.0,3.0,7.0,4.0,0.0,14.0,11.0,7.0,1.0,0.0,19.0,5.0,3.0,6.0,0.0,14.0,9.0,16.0,12.0,0.0,37.0,175.0,281.0,92.0,0.0,548.0,1.0,4.0,1.0,0.0,6.0,4.0,1.0,2.0,0.0,7.0,3.0,0.0,1.0,0.0,4.0,8.0,9.0,5.0,0.0,22.0,7.0,6.0,3.0,0.0,16.0,53.0,120.0,113.0,0.0,286.0,1.0,2.0,0.0,0.0,3.0,1426.0,69.7
1404,Marvin Methodist,Columbia,1937.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,5.0,106.0,139.0,58.0,0.0,303.0,2.0,2.0,2.0,0.0,6.0,5.0,7.0,3.0,0.0,15.0,1.0,1.0,2.0,0.0,4.0,9.0,3.0,1.0,0.0,13.0,21.0,34.0,27.0,0.0,82.0,7.0,10.0,6.0,0.0,23.0,11.0,3.0,2.0,0.0,16.0,14.0,14.0,7.0,0.0,35.0,9.0,21.0,6.0,0.0,36.0,184.0,222.0,68.0,0.0,474.0,4.0,6.0,0.0,0.0,10.0,4.0,6.0,1.0,0.0,11.0,2.0,0.0,2.0,0.0,4.0,10.0,9.0,19.0,0.0,38.0,5.0,7.0,4.0,0.0,16.0,63.0,91.0,116.0,0.0,270.0,2.0,4.0,1.0,0.0,7.0,1370.0,70.7
1408,Augusta Christian,Columbia,2179.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,6.0,106.0,189.0,66.0,0.0,361.0,2.0,0.0,2.0,0.0,4.0,9.0,9.0,2.0,0.0,20.0,1.0,2.0,1.0,0.0,4.0,7.0,7.0,2.0,0.0,16.0,13.0,40.0,18.0,0.0,71.0,4.0,9.0,8.0,0.0,21.0,7.0,5.0,5.0,0.0,17.0,8.0,13.0,2.0,0.0,23.0,16.0,19.0,13.0,0.0,48.0,185.0,308.0,99.0,0.0,592.0,7.0,7.0,0.0,0.0,14.0,9.0,5.0,0.0,0.0,14.0,1.0,3.0,1.0,0.0,5.0,6.0,12.0,17.0,0.0,35.0,3.0,6.0,1.0,0.0,10.0,57.0,127.0,135.0,1.0,320.0,4.0,4.0,5.0,0.0,13.0,1599.0,73.4
1409,Savannah Rapids Pavilion,Columbia,1549.0,1.0,2.0,1.0,0.0,4.0,3.0,1.0,3.0,0.0,7.0,47.0,259.0,89.0,0.0,395.0,0.0,1.0,4.0,0.0,5.0,1.0,4.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,3.0,1.0,6.0,3.0,0.0,10.0,1.0,22.0,34.0,0.0,57.0,3.0,3.0,2.0,0.0,8.0,3.0,1.0,2.0,0.0,6.0,2.0,1.0,1.0,0.0,4.0,1.0,11.0,20.0,0.0,32.0,83.0,335.0,163.0,0.0,581.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,3.0,3.0,9.0,9.0,0.0,21.0,0.0,7.0,3.0,0.0,10.0,16.0,85.0,111.0,0.0,212.0,1.0,0.0,2.0,0.0,3.0,1377.0,88.9
1694,Lenox,Cook,1275.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,94.0,154.0,20.0,0.0,268.0,0.0,1.0,1.0,0.0,2.0,8.0,7.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,14.0,15.0,3.0,0.0,32.0,1.0,1.0,2.0,0.0,4.0,3.0,2.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,8.0,126.0,211.0,44.0,0.0,381.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,5.0,11.0,1.0,0.0,17.0,50.0,38.0,24.0,0.0,112.0,0.0,3.0,0.0,0.0,3.0,876.0,68.7
1691,Cecil,Cook,1899.0,1.0,4.0,3.0,0.0,8.0,2.0,4.0,4.0,0.0,10.0,49.0,172.0,27.0,0.0,248.0,1.0,0.0,1.0,0.0,2.0,2.0,15.0,1.0,0.0,18.0,1.0,1.0,0.0,0.0,2.0,3.0,9.0,1.0,0.0,13.0,24.0,61.0,28.0,0.0,113.0,8.0,18.0,6.0,0.0,32.0,3.0,9.0,2.0,0.0,14.0,8.0,18.0,3.0,0.0,29.0,10.0,25.0,0.0,0.0,35.0,70.0,222.0,17.0,1.0,310.0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,7.0,1.0,2.0,2.0,0.0,5.0,2.0,4.0,4.0,0.0,10.0,7.0,19.0,1.0,0.0,27.0,44.0,153.0,65.0,0.0,262.0,1.0,5.0,1.0,0.0,7.0,1156.0,60.9
1692,Delle Beamguard,Cook,2446.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,9.0,64.0,321.0,55.0,0.0,440.0,1.0,1.0,0.0,0.0,2.0,3.0,14.0,2.0,0.0,19.0,1.0,1.0,1.0,0.0,3.0,3.0,12.0,2.0,0.0,17.0,19.0,40.0,15.0,0.0,74.0,5.0,8.0,6.0,0.0,19.0,3.0,10.0,1.0,0.0,14.0,9.0,7.0,5.0,0.0,21.0,9.0,18.0,4.0,0.0,31.0,117.0,504.0,85.0,0.0,706.0,3.0,9.0,1.0,0.0,13.0,4.0,6.0,2.0,0.0,12.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,8.0,7.0,26.0,0.0,0.0,33.0,39.0,107.0,68.0,0.0,214.0,1.0,1.0,2.0,0.0,4.0,1642.0,67.1
1693,Elm Pine,Cook,531.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,5.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,20.0,0.0,51.0,6.0,4.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,13.0,3.0,4.0,3.0,0.0,10.0,4.0,3.0,1.0,0.0,8.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,51.0,68.0,38.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,278.0,52.4
1696,New Life Baptist Church,Cook,1233.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,76.0,150.0,28.0,0.0,254.0,0.0,1.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,17.0,2.0,2.0,3.0,0.0,7.0,0.0,8.0,0.0,0.0,8.0,4.0,11.0,4.0,0.0,19.0,0.0,5.0,1.0,0.0,6.0,1.0,5.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,3.0,6.0,2.0,6.0,0.0,14.0,130.0,283.0,23.0,0.0,436.0,3.0,2.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,6.0,11.0,0.0,0.0,17.0,11.0,34.0,14.0,0.0,59.0,0.0,2.0,0.0,0.0,2.0,868.0,70.4
1697,Riverbend,Cook,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,213.0,39.0,0.0,292.0,1.0,0.0,0.0,0.0,1.0,4.0,7.0,2.0,0.0,13.0,1.0,1.0,1.0,0.0,3.0,1.0,8.0,0.0,0.0,9.0,4.0,6.0,5.0,0.0,15.0,1.0,7.0,1.0,0.0,9.0,2.0,10.0,0.0,0.0,12.0,0.0,4.0,1.0,0.0,5.0,3.0,9.0,7.0,0.0,19.0,75.0,312.0,58.0,0.0,445.0,0.0,4.0,2.0,0.0,6.0,2.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,6.0,1.0,8.0,2.0,0.0,11.0,8.0,35.0,14.0,0.0,57.0,0.0,3.0,0.0,0.0,3.0,913.0,71.3
1698,Sparks,Cook,1049.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,23.0,47.0,8.0,0.0,78.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,11.0,34.0,30.0,17.0,0.0,81.0,5.0,7.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,2.0,10.0,12.0,3.0,0.0,25.0,7.0,8.0,2.0,0.0,17.0,34.0,61.0,18.0,0.0,113.0,5.0,4.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,7.0,1.0,6.0,2.0,0.0,9.0,65.0,64.0,35.0,0.0,164.0,1.0,1.0,1.0,0.0,3.0,549.0,52.3
1695,Massee,Cook,919.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,28.0,137.0,9.0,0.0,174.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,2.0,13.0,0.0,0.0,15.0,2.0,5.0,4.0,0.0,11.0,3.0,4.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,5.0,2.0,7.0,2.0,0.0,11.0,60.0,219.0,25.0,0.0,304.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,9.0,0.0,0.0,11.0,7.0,39.0,14.0,0.0,60.0,0.0,1.0,0.0,0.0,1.0,632.0,68.8
2206,Sharpsburg,Coweta,4526.0,5.0,2.0,1.0,0.0,8.0,5.0,2.0,4.0,0.0,11.0,306.0,555.0,166.0,0.0,1027.0,2.0,4.0,4.0,0.0,10.0,26.0,24.0,5.0,0.0,55.0,2.0,4.0,1.0,0.0,7.0,14.0,24.0,6.0,0.0,44.0,12.0,50.0,24.0,0.0,86.0,5.0,6.0,8.0,0.0,19.0,7.0,19.0,1.0,0.0,27.0,4.0,13.0,6.0,0.0,23.0,14.0,27.0,14.0,0.0,55.0,466.0,819.0,249.0,1.0,1535.0,6.0,2.0,5.0,0.0,13.0,11.0,12.0,5.0,0.0,28.0,4.0,1.0,3.0,0.0,8.0,1.0,0.0,1.0,0.0,2.0,13.0,16.0,3.0,0.0,32.0,98.0,225.0,189.0,0.0,512.0,2.0,2.0,2.0,0.0,6.0,3508.0,77.5
2205,Newnan,Coweta,3478.0,2.0,0.0,5.0,0.0,7.0,4.0,3.0,4.0,0.0,11.0,106.0,129.0,79.0,0.0,314.0,1.0,2.0,3.0,0.0,6.0,8.0,9.0,2.0,0.0,19.0,4.0,1.0,3.0,0.0,8.0,12.0,5.0,6.0,0.0,23.0,37.0,59.0,54.0,0.0,150.0,18.0,13.0,14.0,0.0,45.0,4.0,6.0,0.0,0.0,10.0,9.0,21.0,14.0,0.0,44.0,13.0,18.0,20.0,0.0,51.0,179.0,195.0,90.0,0.0,464.0,4.0,7.0,4.0,0.0,15.0,13.0,5.0,2.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,1.0,1.0,3.0,0.0,5.0,4.0,4.0,1.0,0.0,9.0,231.0,327.0,381.0,0.0,939.0,7.0,1.0,4.0,0.0,12.0,2157.0,62.0
2201,Senoia,Coweta,5838.0,3.0,2.0,4.0,0.0,9.0,2.0,6.0,3.0,0.0,11.0,342.0,641.0,227.0,0.0,1210.0,5.0,4.0,3.0,0.0,12.0,19.0,22.0,11.0,0.0,52.0,2.0,1.0,4.0,0.0,7.0,28.0,24.0,9.0,0.0,61.0,16.0,72.0,46.0,0.0,134.0,7.0,12.0,7.0,0.0,26.0,14.0,25.0,2.0,0.0,41.0,5.0,17.0,8.0,0.0,30.0,14.0,55.0,40.0,0.0,109.0,552.0,1021.0,412.0,0.0,1985.0,7.0,7.0,7.0,0.0,21.0,17.0,15.0,8.0,0.0,40.0,0.0,1.0,4.0,0.0,5.0,0.0,1.0,3.0,0.0,4.0,20.0,24.0,3.0,0.0,47.0,116.0,307.0,358.0,1.0,782.0,7.0,2.0,5.0,0.0,14.0,4600.0,78.8
2207,Fischer Road,Coweta,4328.0,3.0,1.0,1.0,0.0,5.0,4.0,2.0,5.0,0.0,11.0,210.0,496.0,162.0,0.0,868.0,3.0,1.0,8.0,1.0,13.0,18.0,32.0,4.0,0.0,54.0,2.0,1.0,0.0,0.0,3.0,14.0,13.0,6.0,0.0,33.0,18.0,37.0,20.0,1.0,76.0,7.0,14.0,6.0,0.0,27.0,13.0,12.0,5.0,0.0,30.0,5.0,13.0,8.0,0.0,26.0,16.0,36.0,18.0,0.0,70.0,405.0,741.0,275.0,0.0,1421.0,7.0,11.0,4.0,0.0,22.0,8.0,10.0,3.0,0.0,21.0,1.0,2.0,2.0,0.0,5.0,1.0,0.0,2.0,0.0,3.0,5.0,9.0,10.0,0.0,24.0,100.0,267.0,294.0,0.0,661.0,4.0,2.0,2.0,0.0,8.0,3381.0,78.1
2203,Pine Road,Coweta,2095.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,202.0,177.0,82.0,0.0,461.0,0.0,2.0,2.0,0.0,4.0,11.0,6.0,3.0,0.0,20.0,1.0,1.0,0.0,0.0,2.0,4.0,9.0,6.0,0.0,19.0,3.0,17.0,15.0,0.0,35.0,1.0,2.0,1.0,0.0,4.0,7.0,4.0,0.0,0.0,11.0,1.0,4.0,1.0,0.0,6.0,4.0,6.0,1.0,0.0,11.0,315.0,281.0,141.0,0.0,737.0,1.0,1.0,1.0,0.0,3.0,7.0,1.0,3.0,0.0,11.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,6.0,1.0,0.0,11.0,38.0,74.0,72.0,0.0,184.0,0.0,1.0,2.0,0.0,3.0,1530.0,73.0
