,Precinct,County,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,calc_participation
2113,Euharlee,Bartow,5322.0,828.0,1630.0,338.0,1.0,2797.0,170.0,364.0,298.0,0.0,832.0,36.0,58.0,22.0,0.0,116.0,3745.0,70.4
2112,Emerson,Bartow,3122.0,575.0,739.0,253.0,1.0,1568.0,91.0,138.0,167.0,0.0,396.0,31.0,14.0,5.0,0.0,50.0,2014.0,64.5
2111,Center,Bartow,4007.0,662.0,1238.0,380.0,2.0,2282.0,107.0,237.0,212.0,0.0,556.0,34.0,31.0,15.0,0.0,80.0,2918.0,72.8
2110,Cassville,Bartow,4588.0,403.0,1233.0,554.0,2.0,2192.0,136.0,399.0,457.0,3.0,995.0,32.0,42.0,30.0,0.0,104.0,3291.0,71.7
2109,Cartersville West,Bartow,8129.0,560.0,2724.0,756.0,0.0,4040.0,219.0,829.0,589.0,1.0,1638.0,43.0,75.0,28.0,0.0,146.0,5824.0,71.6
2108,Cartersville East,Bartow,6805.0,526.0,1710.0,530.0,1.0,2767.0,288.0,666.0,531.0,0.0,1485.0,34.0,50.0,31.0,0.0,115.0,4367.0,64.2
2107,Allatoona,Bartow,4729.0,551.0,1119.0,256.0,0.0,1926.0,121.0,292.0,259.0,0.0,672.0,31.0,48.0,20.0,0.0,99.0,2697.0,57.0
2106,Adairsville,Bartow,6995.0,794.0,2427.0,512.0,1.0,3734.0,140.0,419.0,320.0,1.0,880.0,43.0,74.0,22.0,0.0,139.0,4753.0,67.9
2114,Folsom,Bartow,1448.0,409.0,356.0,112.0,0.0,877.0,24.0,47.0,36.0,0.0,107.0,13.0,5.0,4.0,0.0,22.0,1006.0,69.5
1536,West,Ben Hill,5898.0,281.0,2198.0,349.0,0.0,2828.0,175.0,641.0,333.0,0.0,1149.0,17.0,45.0,17.0,0.0,79.0,4056.0,68.8
1535,East,Ben Hill,3956.0,146.0,945.0,158.0,0.0,1249.0,163.0,640.0,331.0,1.0,1135.0,8.0,18.0,11.0,0.0,37.0,2421.0,61.2
702,Alapaha,Berrien,1140.0,284.0,265.0,64.0,1.0,614.0,85.0,72.0,40.0,0.0,197.0,4.0,4.0,4.0,0.0,12.0,823.0,72.2
701,Enigma,Berrien,1111.0,306.0,237.0,70.0,4.0,617.0,40.0,25.0,21.0,1.0,87.0,6.0,1.0,2.0,0.0,9.0,713.0,64.2
700,Nashville,Berrien,6079.0,551.0,2406.0,386.0,2.0,3345.0,109.0,343.0,184.0,0.0,636.0,13.0,50.0,14.0,0.0,77.0,4058.0,66.8
699,Ray City,Berrien,1946.0,321.0,582.0,124.0,1.0,1028.0,70.0,79.0,62.0,0.0,211.0,25.0,13.0,6.0,0.0,44.0,1283.0,65.9
698,West Berrien,Berrien,999.0,327.0,270.0,84.0,1.0,682.0,20.0,29.0,24.0,0.0,73.0,8.0,7.0,3.0,0.0,18.0,773.0,77.4
1154,Godfrey 2,Bibb,2158.0,35.0,42.0,18.0,0.0,95.0,198.0,321.0,236.0,1.0,756.0,7.0,13.0,12.0,0.0,32.0,883.0,40.9
1152,East Macon 5,Bibb,2552.0,113.0,163.0,92.0,0.0,368.0,252.0,558.0,420.0,2.0,1232.0,8.0,18.0,12.0,0.0,38.0,1638.0,64.2
1151,East Macon 4,Bibb,2280.0,34.0,39.0,25.0,1.0,99.0,337.0,482.0,440.0,5.0,1264.0,7.0,8.0,2.0,0.0,17.0,1380.0,60.5
1149,East Macon 2,Bibb,3932.0,49.0,74.0,50.0,0.0,173.0,425.0,952.0,717.0,7.0,2101.0,12.0,27.0,6.0,0.0,45.0,2319.0,59.0
1148,East Macon 1,Bibb,2108.0,11.0,14.0,21.0,1.0,47.0,228.0,357.0,301.0,5.0,891.0,8.0,11.0,9.0,0.0,28.0,966.0,45.8
1153,Godfrey 1,Bibb,6283.0,104.0,173.0,72.0,1.0,350.0,524.0,1393.0,945.0,6.0,2868.0,17.0,35.0,21.0,0.0,73.0,3291.0,52.4
1150,East Macon 3,Bibb,3494.0,126.0,314.0,128.0,2.0,570.0,292.0,690.0,507.0,4.0,1493.0,11.0,29.0,15.0,0.0,55.0,2118.0,60.6
1166,Howard 5,Bibb,2272.0,171.0,260.0,100.0,1.0,532.0,220.0,448.0,197.0,3.0,868.0,18.0,20.0,4.0,0.0,42.0,1442.0,63.5
1169,Rutland 1,Bibb,5704.0,907.0,1125.0,478.0,1.0,2511.0,280.0,958.0,519.0,3.0,1760.0,19.0,24.0,15.0,0.0,58.0,4329.0,75.9
1156,Godfrey 4,Bibb,2231.0,44.0,64.0,33.0,0.0,141.0,234.0,315.0,230.0,2.0,781.0,3.0,8.0,10.0,0.0,21.0,943.0,42.3
1155,Godfrey 3,Bibb,3292.0,44.0,89.0,44.0,0.0,177.0,362.0,699.0,414.0,5.0,1480.0,17.0,11.0,12.0,0.0,40.0,1697.0,51.5
1168,Howard 7,Bibb,2897.0,374.0,773.0,286.0,1.0,1434.0,134.0,354.0,336.0,2.0,826.0,11.0,19.0,11.0,0.0,41.0,2301.0,79.4
1159,Hazzard 2,Bibb,4173.0,476.0,496.0,215.0,4.0,1191.0,390.0,784.0,403.0,3.0,1580.0,18.0,25.0,15.0,0.0,58.0,2829.0,67.8
1167,Howard 6,Bibb,2213.0,199.0,499.0,181.0,5.0,884.0,124.0,365.0,211.0,6.0,706.0,4.0,15.0,6.0,0.0,25.0,1615.0,73.0
1170,Rutland 2,Bibb,3409.0,678.0,630.0,235.0,3.0,1546.0,183.0,437.0,230.0,4.0,854.0,21.0,20.0,19.0,0.0,60.0,2460.0,72.2
1171,Vineville 1,Bibb,3572.0,179.0,353.0,149.0,3.0,684.0,271.0,679.0,487.0,2.0,1439.0,17.0,28.0,20.0,0.0,65.0,2188.0,61.3
1172,Vineville 2,Bibb,2067.0,103.0,144.0,58.0,1.0,306.0,198.0,362.0,339.0,0.0,899.0,8.0,11.0,8.0,0.0,27.0,1232.0,59.6
1173,Vineville 3,Bibb,3127.0,30.0,79.0,49.0,1.0,159.0,312.0,724.0,493.0,5.0,1534.0,7.0,23.0,12.0,0.0,42.0,1735.0,55.5
1157,Godfrey 5,Bibb,4761.0,94.0,117.0,105.0,0.0,316.0,592.0,1061.0,592.0,4.0,2249.0,21.0,28.0,12.0,0.0,61.0,2626.0,55.2
1174,Vineville 4,Bibb,4097.0,87.0,160.0,60.0,0.0,307.0,491.0,873.0,584.0,8.0,1956.0,22.0,27.0,12.0,0.0,61.0,2324.0,56.7
1176,Vineville 6,Bibb,3021.0,278.0,462.0,226.0,3.0,969.0,189.0,498.0,397.0,4.0,1088.0,38.0,22.0,13.0,0.0,73.0,2130.0,70.5
1177,Warrior 1,Bibb,2617.0,618.0,496.0,179.0,2.0,1295.0,131.0,292.0,233.0,2.0,658.0,12.0,7.0,4.0,0.0,23.0,1976.0,75.5
1178,Warrior 2,Bibb,3232.0,564.0,776.0,183.0,4.0,1527.0,106.0,470.0,304.0,2.0,882.0,20.0,15.0,9.0,0.0,44.0,2453.0,75.9
1160,Hazzard 3,Bibb,7068.0,276.0,664.0,234.0,5.0,1179.0,526.0,1683.0,996.0,12.0,3217.0,23.0,34.0,15.0,2.0,74.0,4470.0,63.2
1161,Hazzard 4,Bibb,4745.0,540.0,1165.0,388.0,3.0,2096.0,281.0,772.0,522.0,2.0,1577.0,24.0,20.0,21.0,0.0,65.0,3738.0,78.8
1162,Howard 1,Bibb,3436.0,374.0,916.0,486.0,1.0,1777.0,135.0,420.0,354.0,2.0,911.0,8.0,17.0,5.0,1.0,31.0,2719.0,79.1
1163,Howard 2,Bibb,3394.0,406.0,907.0,426.0,1.0,1740.0,136.0,436.0,323.0,4.0,899.0,9.0,14.0,10.0,0.0,33.0,2672.0,78.7
1164,Howard 3,Bibb,6397.0,570.0,1333.0,527.0,1.0,2431.0,355.0,1069.0,706.0,3.0,2133.0,21.0,34.0,22.0,0.0,77.0,4641.0,72.5
1165,Howard 4,Bibb,1711.0,128.0,334.0,122.0,0.0,584.0,113.0,306.0,188.0,1.0,608.0,8.0,14.0,10.0,0.0,32.0,1224.0,71.5
1175,Vineville 5,Bibb,2359.0,212.0,507.0,208.0,0.0,927.0,142.0,387.0,252.0,2.0,783.0,12.0,13.0,15.0,0.0,40.0,1750.0,74.2
1158,Hazzard 1,Bibb,3377.0,47.0,107.0,75.0,1.0,230.0,443.0,719.0,470.0,3.0,1635.0,9.0,14.0,10.0,0.0,33.0,1898.0,56.2
1946,Fairground,Bleckley,0.0,931.0,2745.0,603.0,2.0,4281.0,292.0,574.0,383.0,0.0,1249.0,33.0,60.0,21.0,0.0,114.0,5644.0,
935,Waynesville,Brantley,4286.0,770.0,1240.0,178.0,3.0,2191.0,72.0,110.0,94.0,0.0,276.0,21.0,21.0,4.0,0.0,46.0,2513.0,58.6
933,Hoboken,Brantley,3394.0,624.0,1295.0,239.0,0.0,2158.0,49.0,73.0,41.0,0.0,163.0,13.0,10.0,4.0,0.0,27.0,2348.0,69.2
934,Nahunta,Brantley,4208.0,530.0,1683.0,246.0,4.0,2463.0,42.0,151.0,55.0,1.0,249.0,12.0,27.0,4.0,0.0,43.0,2755.0,65.5
1247,Quitman,Brooks,4117.0,185.0,613.0,145.0,4.0,947.0,196.0,597.0,488.0,3.0,1284.0,11.0,23.0,7.0,0.0,41.0,2272.0,55.2
1248,Barwick,Brooks,350.0,98.0,54.0,24.0,1.0,177.0,13.0,24.0,28.0,0.0,65.0,1.0,2.0,0.0,0.0,3.0,245.0,70.0
1249,Dixie,Brooks,1066.0,132.0,200.0,35.0,0.0,367.0,67.0,136.0,170.0,1.0,374.0,3.0,6.0,3.0,0.0,12.0,753.0,70.6
1250,Briggs,Brooks,2317.0,370.0,623.0,128.0,0.0,1121.0,69.0,124.0,121.0,0.0,314.0,12.0,11.0,3.0,0.0,26.0,1461.0,63.1
1251,Nankin,Brooks,735.0,166.0,207.0,34.0,1.0,408.0,23.0,34.0,28.0,0.0,85.0,0.0,4.0,2.0,0.0,6.0,499.0,67.9
1252,Morven,Brooks,1962.0,303.0,499.0,120.0,0.0,922.0,87.0,147.0,137.0,0.0,371.0,6.0,7.0,10.0,0.0,23.0,1316.0,67.1
1253,Pavo,Brooks,607.0,147.0,116.0,45.0,0.0,308.0,50.0,26.0,38.0,0.0,114.0,3.0,4.0,1.0,0.0,8.0,430.0,70.8
1502,RH Rec Complex,Bryan,3264.0,200.0,791.0,126.0,1.0,1118.0,116.0,473.0,269.0,0.0,858.0,13.0,39.0,17.0,0.0,69.0,2045.0,62.7
1504,Keller,Bryan,4270.0,310.0,1711.0,205.0,0.0,2226.0,90.0,547.0,311.0,0.0,948.0,10.0,53.0,19.0,0.0,82.0,3256.0,76.3
1505,Hwy 144 East,Bryan,5365.0,318.0,1862.0,321.0,0.0,2501.0,129.0,840.0,377.0,1.0,1347.0,17.0,69.0,19.0,0.0,105.0,3953.0,73.7
1506,Public Safety Complex,Bryan,2570.0,198.0,620.0,92.0,0.0,910.0,94.0,360.0,180.0,1.0,635.0,19.0,29.0,9.0,0.0,57.0,1602.0,62.3
1501,Ways Station,Bryan,1974.0,169.0,455.0,69.0,1.0,694.0,71.0,269.0,185.0,1.0,526.0,10.0,24.0,6.0,0.0,40.0,1260.0,63.8
1500,Black Creek,Bryan,2995.0,344.0,911.0,154.0,1.0,1410.0,93.0,205.0,97.0,0.0,395.0,13.0,19.0,9.0,0.0,41.0,1846.0,61.6
1499,Ellabell,Bryan,2341.0,367.0,786.0,114.0,1.0,1268.0,63.0,144.0,92.0,0.0,299.0,17.0,14.0,5.0,0.0,36.0,1603.0,68.5
1498,Danielsiding,Bryan,2291.0,229.0,817.0,147.0,0.0,1193.0,48.0,198.0,162.0,0.0,408.0,21.0,32.0,13.0,0.0,66.0,1667.0,72.8
1497,Pembroke,Bryan,2653.0,235.0,729.0,125.0,0.0,1089.0,109.0,332.0,106.0,0.0,547.0,15.0,25.0,8.0,0.0,48.0,1684.0,63.5
1503,JF Gregory Park,Bryan,2885.0,148.0,1301.0,209.0,0.0,1658.0,40.0,311.0,183.0,0.0,534.0,11.0,41.0,3.0,0.0,55.0,2247.0,77.9
1754,Hagin,Bulloch,2403.0,438.0,468.0,145.0,3.0,1054.0,137.0,216.0,196.0,1.0,550.0,14.0,14.0,9.0,0.0,37.0,1641.0,68.3
1755,Brooklet,Bulloch,3351.0,669.0,942.0,238.0,2.0,1851.0,131.0,268.0,162.0,2.0,563.0,20.0,26.0,6.0,0.0,52.0,2466.0,73.6
1756,Stilson,Bulloch,2137.0,614.0,427.0,124.0,1.0,1166.0,59.0,89.0,91.0,0.0,239.0,12.0,7.0,7.0,0.0,26.0,1431.0,67.0
1750,Church,Bulloch,5793.0,372.0,1018.0,369.0,0.0,1759.0,371.0,861.0,657.0,7.0,1896.0,35.0,42.0,20.0,0.0,97.0,3752.0,64.8
1758,Nevils,Bulloch,1299.0,373.0,256.0,100.0,0.0,729.0,55.0,58.0,48.0,1.0,162.0,8.0,6.0,4.0,0.0,18.0,909.0,70.0
1759,Sinkhole,Bulloch,488.0,184.0,66.0,44.0,0.0,294.0,26.0,11.0,20.0,0.0,57.0,2.0,1.0,2.0,0.0,5.0,356.0,73.0
1760,Register,Bulloch,969.0,210.0,141.0,53.0,2.0,406.0,70.0,76.0,64.0,0.0,210.0,9.0,4.0,0.0,0.0,13.0,629.0,64.9
1757,Bay,Bulloch,1610.0,519.0,343.0,106.0,0.0,968.0,64.0,68.0,70.0,0.0,202.0,14.0,6.0,4.0,0.0,24.0,1194.0,74.2
1753,Blitch,Bulloch,1947.0,446.0,508.0,172.0,2.0,1128.0,69.0,178.0,141.0,1.0,389.0,3.0,13.0,3.0,0.0,19.0,1536.0,78.9
1749,Fair,Bulloch,6335.0,474.0,1622.0,451.0,5.0,2552.0,273.0,878.0,496.0,5.0,1652.0,23.0,57.0,19.0,0.0,99.0,4303.0,67.9
1746,Emit,Bulloch,3360.0,550.0,824.0,233.0,1.0,1608.0,133.0,363.0,218.0,1.0,715.0,27.0,31.0,17.0,0.0,75.0,2398.0,71.4
1745,Lockhart,Bulloch,720.0,242.0,106.0,27.0,1.0,376.0,43.0,52.0,55.0,0.0,150.0,6.0,1.0,3.0,0.0,10.0,536.0,74.4
1751,Pittman Park,Bulloch,5279.0,294.0,524.0,164.0,0.0,982.0,439.0,900.0,326.0,4.0,1669.0,38.0,53.0,15.0,0.0,106.0,2757.0,52.2
1752,Leefield,Bulloch,1000.0,355.0,198.0,61.0,1.0,615.0,36.0,40.0,34.0,1.0,111.0,13.0,5.0,5.0,0.0,23.0,749.0,74.9
1747,Statesboro,Bulloch,6312.0,389.0,1169.0,361.0,3.0,1922.0,403.0,962.0,601.0,11.0,1977.0,38.0,33.0,18.0,0.0,89.0,3988.0,63.2
1748,Portal,Bulloch,1735.0,433.0,286.0,103.0,0.0,822.0,93.0,95.0,116.0,0.0,304.0,10.0,5.0,7.0,0.0,22.0,1148.0,66.2
2077,Gough,Burke,434.0,36.0,61.0,16.0,0.0,113.0,50.0,40.0,99.0,0.0,189.0,7.0,0.0,0.0,0.0,7.0,309.0,71.2
2076,Girard,Burke,733.0,110.0,80.0,39.0,0.0,229.0,90.0,54.0,83.0,0.0,227.0,6.0,3.0,0.0,0.0,9.0,465.0,63.4
2074,Alexander,Burke,389.0,84.0,60.0,15.0,0.0,159.0,25.0,17.0,62.0,0.0,104.0,2.0,3.0,1.0,0.0,6.0,269.0,69.2
2079,Keysville,Burke,476.0,58.0,41.0,12.0,0.0,111.0,100.0,12.0,29.0,0.0,141.0,5.0,0.0,2.0,0.0,7.0,259.0,54.4
2080,Midville,Burke,492.0,95.0,21.0,13.0,0.0,129.0,84.0,24.0,60.0,0.0,168.0,3.0,0.0,2.0,0.0,5.0,302.0,61.4
2084,Telfair,Burke,1121.0,150.0,169.0,53.0,0.0,372.0,69.0,124.0,113.0,0.0,306.0,3.0,5.0,3.0,0.0,11.0,689.0,61.5
2085,St Clair,Burke,442.0,67.0,81.0,23.0,0.0,171.0,40.0,39.0,61.0,0.0,140.0,3.0,1.0,0.0,0.0,4.0,315.0,71.3
2086,Vidette,Burke,313.0,72.0,23.0,8.0,0.0,103.0,43.0,17.0,43.0,0.0,103.0,2.0,0.0,2.0,0.0,4.0,210.0,67.1
2087,North Waynesboro,Burke,2949.0,87.0,338.0,75.0,0.0,500.0,277.0,486.0,476.0,0.0,1239.0,6.0,10.0,8.0,0.0,24.0,1763.0,59.8
2081,Munnerlyn,Burke,299.0,62.0,48.0,2.0,0.0,112.0,23.0,27.0,30.0,0.0,80.0,1.0,1.0,2.0,0.0,4.0,196.0,65.6
2082,Sardis,Burke,1049.0,211.0,123.0,57.0,0.0,391.0,128.0,70.0,46.0,0.0,244.0,2.0,4.0,0.0,0.0,6.0,641.0,61.1
2078,Greenscut,Burke,1036.0,144.0,220.0,38.0,0.0,402.0,80.0,92.0,89.0,0.0,261.0,6.0,6.0,2.0,0.0,14.0,677.0,65.3
2083,Scotts Crossroads,Burke,294.0,43.0,19.0,5.0,0.0,67.0,37.0,38.0,46.0,0.0,121.0,0.0,1.0,0.0,0.0,1.0,189.0,64.3
2075,Four Points,Burke,2558.0,451.0,490.0,139.0,0.0,1080.0,125.0,217.0,139.0,0.0,481.0,7.0,9.0,9.0,0.0,25.0,1586.0,62.0
2088,South Waynesboro,Burke,3290.0,226.0,919.0,158.0,0.0,1303.0,209.0,440.0,306.0,0.0,955.0,9.0,15.0,11.0,0.0,35.0,2293.0,69.7
2089,Blakeney,Burke,681.0,38.0,117.0,10.0,0.0,165.0,68.0,93.0,69.0,0.0,230.0,1.0,0.0,1.0,0.0,2.0,397.0,58.3
1682,Butts County Admin Bldg,Butts,17154.0,823.0,6380.0,1124.0,2.0,8329.0,372.0,1863.0,893.0,1.0,3129.0,29.0,140.0,46.0,0.0,215.0,11673.0,68.0
1558,Leary,Calhoun,721.0,79.0,120.0,35.0,0.0,234.0,87.0,86.0,102.0,0.0,275.0,6.0,1.0,2.0,0.0,9.0,518.0,71.8
1562,Arlington,Calhoun,684.0,34.0,71.0,13.0,0.0,118.0,104.0,103.0,136.0,0.0,343.0,5.0,1.0,0.0,0.0,6.0,467.0,68.3
1561,Edison-Arlington,Calhoun,594.0,60.0,78.0,26.0,0.0,164.0,63.0,100.0,62.0,0.0,225.0,1.0,1.0,0.0,0.0,2.0,391.0,65.8
1559,Morgan,Calhoun,662.0,85.0,201.0,62.0,0.0,348.0,22.0,57.0,59.0,0.0,138.0,2.0,5.0,0.0,0.0,7.0,493.0,74.5
1560,Edison,Calhoun,523.0,23.0,33.0,13.0,0.0,69.0,72.0,98.0,60.0,0.0,230.0,1.0,2.0,1.0,0.0,4.0,303.0,57.9
792,Waverly,Camden,1530.0,266.0,467.0,143.0,0.0,876.0,77.0,101.0,152.0,0.0,330.0,11.0,4.0,6.0,0.0,21.0,1227.0,80.2
793,Woodbine,Camden,1973.0,255.0,468.0,101.0,1.0,825.0,95.0,247.0,178.0,0.0,520.0,11.0,14.0,8.0,0.0,33.0,1378.0,69.8
802,South St Marys,Camden,2139.0,202.0,637.0,161.0,3.0,1003.0,44.0,249.0,223.0,0.0,516.0,12.0,18.0,8.0,0.0,38.0,1557.0,72.8
803,Mush Bluff,Camden,2816.0,291.0,808.0,176.0,0.0,1275.0,82.0,310.0,203.0,1.0,596.0,31.0,54.0,18.0,0.0,103.0,1974.0,70.1
795,Harrietts Bluff,Camden,1834.0,353.0,571.0,129.0,0.0,1053.0,46.0,148.0,86.0,1.0,281.0,21.0,19.0,8.0,0.0,48.0,1382.0,75.4
794,Browntown,Camden,698.0,120.0,202.0,50.0,0.0,372.0,11.0,23.0,33.0,0.0,67.0,6.0,11.0,4.0,0.0,21.0,460.0,65.9
801,St Marys,Camden,3218.0,336.0,707.0,163.0,0.0,1206.0,128.0,408.0,257.0,0.0,793.0,34.0,47.0,20.0,0.0,101.0,2100.0,65.3
800,North St Marys,Camden,2095.0,135.0,314.0,75.0,0.0,524.0,91.0,193.0,91.0,1.0,376.0,30.0,19.0,12.0,0.0,61.0,961.0,45.9
799,East Kingsland,Camden,6866.0,480.0,1911.0,392.0,0.0,2783.0,175.0,854.0,462.0,0.0,1491.0,49.0,104.0,31.0,0.0,184.0,4458.0,64.9
798,Kingsland,Camden,2274.0,164.0,498.0,82.0,0.0,744.0,76.0,252.0,130.0,0.0,458.0,23.0,24.0,12.0,0.0,59.0,1261.0,55.5
791,Tarboro,Camden,979.0,214.0,212.0,54.0,0.0,480.0,50.0,57.0,74.0,0.0,181.0,3.0,9.0,2.0,0.0,14.0,675.0,68.9
797,North Kingsland,Camden,2599.0,183.0,473.0,71.0,0.0,727.0,129.0,403.0,226.0,0.0,758.0,17.0,43.0,16.0,0.0,76.0,1561.0,60.1
796,West Kingsland,Camden,2782.0,278.0,887.0,160.0,0.0,1325.0,90.0,264.0,106.0,0.0,460.0,23.0,36.0,12.0,0.0,71.0,1856.0,66.7
804,West St Marys,Camden,3147.0,218.0,1200.0,376.0,0.0,1794.0,49.0,330.0,261.0,0.0,640.0,13.0,30.0,22.0,0.0,65.0,2499.0,79.4
1579,Jack Strickland Comm Center,Candler,6300.0,435.0,2281.0,361.0,0.0,3077.0,187.0,687.0,358.0,1.0,1233.0,10.0,40.0,10.0,0.0,60.0,4370.0,69.4
1998,Bowdon Junction,Carroll,1547.0,227.0,400.0,93.0,0.0,720.0,54.0,105.0,59.0,0.0,218.0,12.0,8.0,6.0,0.0,26.0,964.0,62.3
1995,Mt Zion,Carroll,2641.0,626.0,658.0,157.0,0.0,1441.0,70.0,115.0,84.0,0.0,269.0,16.0,15.0,5.0,0.0,36.0,1746.0,66.1
1996,Burwell,Carroll,1564.0,373.0,377.0,123.0,1.0,874.0,55.0,77.0,51.0,0.0,183.0,10.0,7.0,3.0,1.0,21.0,1078.0,68.9
2000,Fairfield,Carroll,3867.0,815.0,1048.0,261.0,0.0,2124.0,158.0,333.0,249.0,0.0,740.0,28.0,23.0,14.0,0.0,65.0,2929.0,75.7
1997,Clem,Carroll,3695.0,429.0,1383.0,250.0,1.0,2063.0,107.0,309.0,177.0,1.0,594.0,16.0,42.0,10.0,0.0,68.0,2725.0,73.7
2001,Hulett,Carroll,2408.0,475.0,773.0,141.0,0.0,1389.0,75.0,133.0,86.0,0.0,294.0,27.0,17.0,1.0,0.0,45.0,1728.0,71.8
2012,Bonner,Carroll,3736.0,208.0,974.0,170.0,1.0,1353.0,134.0,631.0,213.0,1.0,979.0,9.0,30.0,14.0,0.0,53.0,2385.0,63.8
2004,V R County North,Carroll,5472.0,503.0,1487.0,287.0,0.0,2277.0,161.0,527.0,314.0,0.0,1002.0,45.0,54.0,24.0,0.0,123.0,3402.0,62.2
2005,Villa Rica City,Carroll,7250.0,389.0,1322.0,297.0,0.0,2008.0,363.0,1195.0,539.0,1.0,2098.0,28.0,72.0,35.0,0.0,135.0,4241.0,58.5
2006,Temple County,Carroll,4354.0,625.0,1232.0,234.0,2.0,2093.0,106.0,241.0,140.0,2.0,489.0,26.0,31.0,19.0,0.0,76.0,2658.0,61.0
2007,Temple City,Carroll,3700.0,537.0,799.0,159.0,1.0,1496.0,170.0,401.0,189.0,1.0,761.0,31.0,23.0,9.0,1.0,64.0,2321.0,62.7
2008,Whitesburg,Carroll,2190.0,523.0,558.0,130.0,0.0,1211.0,54.0,92.0,66.0,0.0,212.0,16.0,9.0,9.0,0.0,34.0,1457.0,66.5
2009,Roopville,Carroll,3200.0,631.0,1023.0,203.0,4.0,1861.0,55.0,133.0,114.0,0.0,302.0,22.0,18.0,10.0,0.0,50.0,2213.0,69.2
2010,West Carrollton,Carroll,4380.0,143.0,538.0,115.0,1.0,797.0,266.0,779.0,311.0,2.0,1358.0,26.0,43.0,22.0,1.0,92.0,2247.0,51.3
2011,Lakeshore Rec Center,Carroll,1671.0,92.0,389.0,91.0,1.0,573.0,53.0,268.0,105.0,0.0,426.0,9.0,13.0,9.0,0.0,31.0,1030.0,61.6
1999,Tyus,Carroll,1920.0,540.0,496.0,127.0,0.0,1163.0,43.0,77.0,59.0,0.0,179.0,7.0,3.0,2.0,1.0,13.0,1355.0,70.6
2013,University of W GA,Carroll,2164.0,118.0,490.0,94.0,2.0,704.0,157.0,265.0,127.0,0.0,549.0,6.0,12.0,6.0,0.0,24.0,1277.0,59.0
1991,Kansas,Carroll,1165.0,436.0,255.0,83.0,1.0,775.0,19.0,23.0,26.0,0.0,68.0,9.0,9.0,1.0,0.0,19.0,862.0,74.0
1992,Bowdon,Carroll,3289.0,604.0,645.0,203.0,1.0,1453.0,127.0,198.0,144.0,1.0,470.0,24.0,21.0,6.0,0.0,51.0,1974.0,60.0
1993,Sandhill,Carroll,4459.0,475.0,1296.0,233.0,2.0,2006.0,139.0,415.0,192.0,0.0,746.0,21.0,39.0,17.0,0.0,77.0,2829.0,63.4
1994,Center Point,Carroll,1775.0,442.0,608.0,137.0,1.0,1188.0,31.0,67.0,48.0,0.0,146.0,12.0,5.0,1.0,0.0,18.0,1352.0,76.2
2014,County Admin Bldg,Carroll,2620.0,158.0,686.0,149.0,1.0,994.0,76.0,438.0,179.0,0.0,693.0,16.0,35.0,10.0,1.0,62.0,1749.0,66.8
2015,Tabernacle Church,Carroll,1628.0,97.0,459.0,160.0,1.0,717.0,70.0,210.0,109.0,0.0,389.0,10.0,14.0,3.0,0.0,27.0,1133.0,69.6
2016,Burson Center,Carroll,1466.0,124.0,422.0,86.0,1.0,633.0,49.0,178.0,83.0,0.0,310.0,3.0,12.0,7.0,0.0,22.0,965.0,65.8
2017,Old Camp Church,Carroll,2297.0,338.0,739.0,150.0,2.0,1229.0,70.0,209.0,118.0,0.0,397.0,16.0,20.0,4.0,0.0,40.0,1666.0,72.5
2018,Oak Grove,Carroll,1668.0,289.0,471.0,80.0,0.0,840.0,34.0,128.0,75.0,0.0,237.0,14.0,13.0,5.0,0.0,32.0,1109.0,66.5
2003,V R County South,Carroll,2942.0,272.0,988.0,205.0,1.0,1466.0,72.0,209.0,116.0,0.0,397.0,7.0,24.0,9.0,0.0,40.0,1903.0,64.7
2002,Bethany,Carroll,4779.0,361.0,1009.0,179.0,0.0,1549.0,192.0,572.0,278.0,1.0,1043.0,30.0,41.0,12.0,0.0,83.0,2675.0,56.0
703,Blackstock,Catoosa,1952.0,371.0,576.0,108.0,0.0,1055.0,37.0,107.0,60.0,1.0,205.0,25.0,16.0,2.0,0.0,43.0,1303.0,66.8
704,Boynton,Catoosa,6027.0,669.0,2398.0,372.0,2.0,3441.0,126.0,544.0,267.0,0.0,937.0,47.0,84.0,14.0,0.0,145.0,4523.0,75.0
709,Lakeview,Catoosa,3572.0,333.0,1063.0,187.0,1.0,1584.0,88.0,249.0,129.0,1.0,467.0,26.0,50.0,16.0,1.0,93.0,2144.0,60.0
706,Chambers,Catoosa,2552.0,326.0,1119.0,177.0,2.0,1624.0,52.0,181.0,104.0,1.0,338.0,18.0,23.0,5.0,0.0,46.0,2008.0,78.7
