,Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,calc_participation
298,FC01,Fulton,325.0,4.0,4.0,2.0,0.0,10.0,20.0,126.0,26.0,3.0,175.0,0.0,1.0,0.0,0.0,1.0,186.0,57.2
312,JC07,Fulton,4670.0,146.0,922.0,315.0,20.0,1403.0,104.0,1174.0,852.0,15.0,2145.0,8.0,14.0,16.0,0.0,38.0,3586.0,76.8
314,JC09,Fulton,3250.0,133.0,618.0,192.0,4.0,947.0,111.0,828.0,485.0,2.0,1426.0,12.0,15.0,4.0,0.0,31.0,2404.0,74.0
315,JC10,Fulton,2641.0,111.0,445.0,159.0,10.0,725.0,88.0,712.0,436.0,10.0,1246.0,5.0,15.0,6.0,1.0,27.0,1998.0,75.7
316,JC11,Fulton,3497.0,177.0,920.0,267.0,0.0,1364.0,104.0,744.0,466.0,0.0,1314.0,11.0,13.0,9.0,0.0,33.0,2711.0,77.5
317,JC12,Fulton,2832.0,99.0,888.0,338.0,3.0,1328.0,35.0,467.0,402.0,3.0,907.0,1.0,17.0,8.0,0.0,26.0,2261.0,79.8
318,JC13A,Fulton,2317.0,89.0,769.0,208.0,1.0,1067.0,46.0,437.0,284.0,1.0,768.0,2.0,9.0,2.0,0.0,13.0,1848.0,79.8
319,JC13B,Fulton,282.0,8.0,115.0,32.0,1.0,156.0,2.0,45.0,29.0,0.0,76.0,0.0,2.0,1.0,0.0,3.0,235.0,83.3
320,JC14,Fulton,2608.0,83.0,771.0,185.0,1.0,1040.0,57.0,625.0,358.0,2.0,1042.0,1.0,12.0,8.0,0.0,21.0,2103.0,80.6
321,JC15,Fulton,959.0,34.0,185.0,47.0,0.0,266.0,35.0,277.0,118.0,0.0,430.0,3.0,4.0,3.0,0.0,10.0,706.0,73.6
322,JC16,Fulton,2707.0,132.0,683.0,161.0,0.0,976.0,62.0,663.0,382.0,1.0,1108.0,6.0,15.0,6.0,0.0,27.0,2111.0,78.0
323,JC18,Fulton,2857.0,86.0,848.0,216.0,1.0,1151.0,62.0,684.0,398.0,2.0,1146.0,7.0,17.0,10.0,0.0,34.0,2331.0,81.6
324,JC19,Fulton,4174.0,120.0,987.0,250.0,5.0,1362.0,96.0,1030.0,659.0,9.0,1794.0,9.0,33.0,17.0,0.0,59.0,3215.0,77.0
325,ML01A,Fulton,2795.0,141.0,885.0,189.0,21.0,1236.0,68.0,688.0,309.0,13.0,1078.0,7.0,19.0,10.0,2.0,38.0,2352.0,84.2
326,ML01B,Fulton,708.0,42.0,238.0,66.0,0.0,346.0,10.0,121.0,75.0,0.0,206.0,0.0,3.0,4.0,0.0,7.0,559.0,79.0
313,JC08,Fulton,2931.0,111.0,718.0,183.0,1.0,1013.0,73.0,759.0,431.0,4.0,1267.0,4.0,15.0,9.0,0.0,28.0,2308.0,78.7
297,FA01D,Fulton,321.0,2.0,9.0,2.0,3.0,16.0,19.0,121.0,6.0,13.0,159.0,0.0,0.0,0.0,1.0,1.0,176.0,54.8
296,FA01C,Fulton,769.0,6.0,20.0,6.0,0.0,32.0,59.0,279.0,106.0,1.0,445.0,0.0,6.0,3.0,0.0,9.0,486.0,63.2
295,FA01B,Fulton,5860.0,4.0,235.0,105.0,1.0,345.0,27.0,2218.0,835.0,7.0,3087.0,1.0,16.0,5.0,1.0,23.0,3455.0,59.0
265,CP012,Fulton,1469.0,8.0,108.0,26.0,1.0,143.0,79.0,493.0,208.0,6.0,786.0,5.0,4.0,5.0,0.0,14.0,943.0,64.2
266,CP01B,Fulton,422.0,6.0,45.0,13.0,0.0,64.0,20.0,124.0,43.0,1.0,188.0,2.0,3.0,1.0,0.0,6.0,258.0,61.1
267,CP02,Fulton,1208.0,17.0,45.0,18.0,0.0,80.0,69.0,351.0,165.0,1.0,586.0,5.0,6.0,2.0,0.0,13.0,679.0,56.2
268,CP04A,Fulton,13.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,30.8
269,CP04B,Fulton,38.0,0.0,1.0,2.0,0.0,3.0,2.0,7.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,19.0,50.0
270,CP051,Fulton,1756.0,11.0,24.0,8.0,0.0,43.0,140.0,526.0,255.0,0.0,921.0,2.0,4.0,1.0,0.0,7.0,971.0,55.3
271,CP05B,Fulton,153.0,2.0,2.0,1.0,0.0,5.0,18.0,40.0,10.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0,77.0,50.3
272,CP06A,Fulton,732.0,4.0,6.0,3.0,1.0,14.0,48.0,130.0,36.0,0.0,214.0,3.0,2.0,1.0,0.0,6.0,234.0,32.0
273,CP07B,Fulton,7.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,57.1
274,CP07C,Fulton,323.0,0.0,1.0,0.0,0.0,1.0,18.0,43.0,10.0,0.0,71.0,0.0,1.0,0.0,0.0,1.0,73.0,22.6
275,CP07D,Fulton,790.0,4.0,4.0,3.0,0.0,11.0,60.0,128.0,37.0,0.0,225.0,0.0,3.0,2.0,0.0,5.0,241.0,30.5
276,CP07E,Fulton,127.0,0.0,1.0,0.0,0.0,1.0,19.0,19.0,3.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,42.0,33.1
277,CP07F,Fulton,266.0,0.0,2.0,1.0,0.0,3.0,23.0,35.0,3.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,64.0,24.1
278,CP081,Fulton,373.0,6.0,1.0,0.0,0.0,7.0,31.0,54.0,16.0,5.0,106.0,0.0,1.0,0.0,0.0,1.0,114.0,30.6
279,CP083,Fulton,240.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,3.0,0.0,36.0,0.0,1.0,0.0,0.0,1.0,37.0,15.4
280,CP084,Fulton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,CP08A,Fulton,756.0,5.0,1.0,0.0,0.0,6.0,62.0,86.0,29.0,0.0,177.0,1.0,0.0,0.0,0.0,1.0,184.0,24.3
282,EP01A,Fulton,2978.0,32.0,95.0,40.0,1.0,168.0,167.0,941.0,336.0,18.0,1462.0,5.0,13.0,2.0,0.0,20.0,1650.0,55.4
283,EP01B,Fulton,3473.0,32.0,79.0,34.0,1.0,146.0,194.0,933.0,454.0,10.0,1591.0,5.0,8.0,5.0,0.0,18.0,1755.0,50.5
284,EP02A,Fulton,2407.0,12.0,37.0,18.0,3.0,70.0,157.0,551.0,316.0,18.0,1042.0,1.0,0.0,1.0,0.0,2.0,1114.0,46.3
285,EP02B,Fulton,1679.0,19.0,98.0,37.0,0.0,154.0,82.0,612.0,287.0,1.0,982.0,4.0,3.0,6.0,0.0,13.0,1149.0,68.4
286,EP02C,Fulton,522.0,7.0,28.0,13.0,0.0,48.0,14.0,183.0,64.0,0.0,261.0,1.0,2.0,2.0,0.0,5.0,314.0,60.2
287,EP02D,Fulton,420.0,3.0,6.0,3.0,0.0,12.0,29.0,155.0,49.0,0.0,233.0,0.0,1.0,0.0,0.0,1.0,246.0,58.6
289,EP03A,Fulton,4925.0,48.0,75.0,54.0,1.0,178.0,291.0,1544.0,830.0,9.0,2674.0,5.0,17.0,2.0,0.0,24.0,2876.0,58.4
290,EP03B,Fulton,1547.0,9.0,42.0,10.0,0.0,61.0,69.0,596.0,350.0,5.0,1020.0,2.0,3.0,1.0,1.0,7.0,1088.0,70.3
291,EP04A,Fulton,5020.0,35.0,42.0,27.0,0.0,104.0,506.0,1330.0,677.0,37.0,2550.0,8.0,11.0,2.0,0.0,21.0,2675.0,53.3
292,EP04B,Fulton,2624.0,13.0,32.0,10.0,2.0,57.0,147.0,1059.0,277.0,7.0,1490.0,0.0,5.0,3.0,0.0,8.0,1555.0,59.3
293,EP04C,Fulton,1318.0,0.0,14.0,1.0,1.0,16.0,0.0,395.0,42.0,4.0,441.0,0.0,1.0,0.0,0.0,1.0,458.0,34.7
294,FA01A,Fulton,4032.0,51.0,176.0,72.0,1.0,300.0,213.0,1389.0,605.0,16.0,2223.0,5.0,7.0,6.0,0.0,18.0,2541.0,63.0
328,ML02B,Fulton,1914.0,130.0,632.0,197.0,1.0,960.0,52.0,323.0,192.0,1.0,568.0,5.0,13.0,8.0,0.0,26.0,1554.0,81.2
188,09H,Fulton,1185.0,16.0,43.0,16.0,0.0,75.0,68.0,396.0,159.0,1.0,624.0,4.0,7.0,3.0,0.0,14.0,713.0,60.2
154,06Q,Fulton,571.0,7.0,8.0,5.0,2.0,22.0,47.0,210.0,63.0,4.0,324.0,1.0,0.0,1.0,0.0,2.0,348.0,60.9
186,09F,Fulton,3917.0,113.0,708.0,204.0,4.0,1029.0,112.0,1170.0,633.0,2.0,1917.0,2.0,22.0,16.0,1.0,41.0,2987.0,76.3
135,05A2,Fulton,3343.0,37.0,133.0,44.0,3.0,217.0,127.0,1421.0,627.0,10.0,2185.0,4.0,18.0,4.0,0.0,26.0,2428.0,72.6
134,05A1,Fulton,2936.0,46.0,124.0,38.0,0.0,208.0,104.0,1239.0,628.0,2.0,1973.0,9.0,14.0,8.0,0.0,31.0,2212.0,75.3
133,04X2,Fulton,846.0,9.0,19.0,2.0,0.0,30.0,53.0,227.0,100.0,0.0,380.0,1.0,6.0,3.0,0.0,10.0,420.0,49.6
132,04X1,Fulton,2283.0,20.0,30.0,11.0,0.0,61.0,153.0,607.0,273.0,2.0,1035.0,3.0,1.0,1.0,0.0,5.0,1101.0,48.2
131,04W,Fulton,3365.0,0.0,0.0,1.0,1.0,2.0,57.0,134.0,28.0,6.0,225.0,1.0,0.0,0.0,0.0,1.0,228.0,6.8
130,04V,Fulton,3573.0,37.0,21.0,10.0,1.0,69.0,349.0,699.0,237.0,3.0,1288.0,5.0,7.0,2.0,0.0,14.0,1371.0,38.4
129,04T,Fulton,1297.0,11.0,21.0,5.0,3.0,40.0,128.0,335.0,161.0,19.0,643.0,2.0,2.0,2.0,1.0,7.0,690.0,53.2
128,04S,Fulton,2541.0,20.0,16.0,10.0,2.0,48.0,262.0,620.0,310.0,6.0,1198.0,4.0,6.0,3.0,1.0,14.0,1260.0,49.6
127,04M,Fulton,979.0,4.0,6.0,5.0,0.0,15.0,101.0,154.0,68.0,5.0,328.0,1.0,2.0,0.0,0.0,3.0,346.0,35.3
126,04L,Fulton,2014.0,23.0,22.0,15.0,0.0,60.0,154.0,568.0,201.0,6.0,929.0,5.0,1.0,0.0,0.0,6.0,995.0,49.4
125,04K,Fulton,2736.0,22.0,27.0,16.0,2.0,67.0,184.0,717.0,359.0,13.0,1273.0,3.0,5.0,3.0,1.0,12.0,1352.0,49.4
124,04J,Fulton,1617.0,5.0,2.0,2.0,0.0,9.0,43.0,109.0,19.0,12.0,183.0,0.0,1.0,2.0,1.0,4.0,196.0,12.1
123,04I,Fulton,4604.0,13.0,35.0,22.0,1.0,71.0,74.0,455.0,234.0,6.0,769.0,2.0,4.0,3.0,0.0,9.0,849.0,18.4
122,04G,Fulton,1025.0,8.0,5.0,5.0,1.0,19.0,113.0,196.0,79.0,0.0,388.0,2.0,1.0,1.0,0.0,4.0,411.0,40.1
121,04F,Fulton,2786.0,31.0,69.0,13.0,1.0,114.0,175.0,756.0,205.0,9.0,1145.0,5.0,7.0,3.0,1.0,16.0,1275.0,45.8
120,04D,Fulton,1736.0,11.0,18.0,4.0,0.0,33.0,153.0,452.0,202.0,5.0,812.0,4.0,7.0,1.0,0.0,12.0,857.0,49.4
119,04C,Fulton,150.0,1.0,0.0,0.0,0.0,1.0,10.0,28.0,12.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,52.0,34.7
118,04B,Fulton,2948.0,9.0,17.0,7.0,0.0,33.0,117.0,419.0,222.0,0.0,758.0,3.0,3.0,1.0,0.0,7.0,798.0,27.1
117,04A,Fulton,1554.0,4.0,11.0,5.0,0.0,20.0,100.0,317.0,163.0,0.0,580.0,3.0,4.0,2.0,0.0,9.0,609.0,39.2
136,05B,Fulton,2171.0,24.0,27.0,16.0,1.0,68.0,163.0,621.0,269.0,2.0,1055.0,3.0,5.0,0.0,0.0,8.0,1131.0,52.1
116,03T,Fulton,1742.0,14.0,24.0,6.0,0.0,44.0,142.0,501.0,132.0,6.0,781.0,4.0,5.0,2.0,0.0,11.0,836.0,48.0
137,05C,Fulton,135.0,1.0,3.0,1.0,0.0,5.0,4.0,26.0,8.0,0.0,38.0,1.0,0.0,0.0,0.0,1.0,44.0,32.6
139,05F,Fulton,248.0,5.0,7.0,0.0,1.0,13.0,20.0,85.0,25.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,143.0,57.7
449,UC01E,Fulton,512.0,4.0,9.0,6.0,0.0,19.0,40.0,265.0,69.0,0.0,374.0,1.0,1.0,0.0,0.0,2.0,395.0,77.1
450,UC02A,Fulton,5609.0,34.0,88.0,56.0,3.0,181.0,303.0,2177.0,1151.0,17.0,3648.0,6.0,9.0,5.0,0.0,20.0,3849.0,68.6
451,UC02B,Fulton,32.0,1.0,4.0,0.0,0.0,5.0,2.0,10.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0,62.5
452,UC02C,Fulton,3614.0,21.0,80.0,18.0,0.0,119.0,135.0,1220.0,126.0,12.0,1493.0,5.0,6.0,3.0,3.0,17.0,1629.0,45.1
453,UC031,Fulton,2745.0,29.0,98.0,135.0,3.0,265.0,150.0,635.0,413.0,25.0,1223.0,1.0,9.0,7.0,0.0,17.0,1505.0,54.8
454,UC032,Fulton,393.0,6.0,15.0,16.0,0.0,37.0,18.0,132.0,79.0,1.0,230.0,2.0,1.0,0.0,0.0,3.0,270.0,68.7
187,09G,Fulton,3943.0,115.0,306.0,113.0,4.0,538.0,186.0,1406.0,626.0,10.0,2228.0,7.0,28.0,16.0,1.0,52.0,2818.0,71.5
151,06L1,Fulton,991.0,24.0,96.0,42.0,0.0,162.0,27.0,366.0,232.0,3.0,628.0,2.0,6.0,2.0,0.0,10.0,800.0,80.7
150,06J,Fulton,2770.0,46.0,198.0,85.0,0.0,329.0,73.0,1036.0,785.0,0.0,1894.0,7.0,15.0,8.0,0.0,30.0,2253.0,81.3
149,06I,Fulton,4072.0,92.0,177.0,53.0,7.0,329.0,243.0,1344.0,540.0,15.0,2142.0,15.0,15.0,12.0,2.0,44.0,2515.0,61.8
148,06G,Fulton,588.0,12.0,40.0,13.0,0.0,65.0,14.0,217.0,123.0,1.0,355.0,1.0,3.0,5.0,0.0,9.0,429.0,73.0
147,06F,Fulton,2841.0,41.0,206.0,54.0,5.0,306.0,103.0,1100.0,520.0,3.0,1726.0,7.0,18.0,9.0,0.0,34.0,2066.0,72.7
146,06E,Fulton,2344.0,50.0,153.0,61.0,5.0,269.0,98.0,818.0,419.0,2.0,1337.0,5.0,8.0,9.0,0.0,22.0,1628.0,69.5
145,06D2,Fulton,850.0,16.0,80.0,12.0,0.0,108.0,16.0,311.0,53.0,0.0,380.0,2.0,4.0,3.0,1.0,10.0,498.0,58.6
144,06D1,Fulton,2539.0,52.0,202.0,43.0,2.0,299.0,55.0,954.0,166.0,3.0,1178.0,1.0,11.0,5.0,0.0,17.0,1494.0,58.8
143,06D,Fulton,6160.0,109.0,472.0,314.0,2.0,897.0,273.0,2061.0,2048.0,15.0,4397.0,11.0,21.0,28.0,0.0,60.0,5354.0,86.9
142,06B,Fulton,1889.0,51.0,129.0,42.0,2.0,224.0,65.0,757.0,404.0,5.0,1231.0,1.0,10.0,3.0,1.0,15.0,1470.0,77.8
141,05K,Fulton,2826.0,25.0,68.0,24.0,2.0,119.0,135.0,694.0,265.0,3.0,1097.0,2.0,14.0,6.0,0.0,22.0,1238.0,43.8
140,05J,Fulton,684.0,9.0,27.0,12.0,0.0,48.0,33.0,262.0,126.0,1.0,422.0,2.0,7.0,3.0,0.0,12.0,482.0,70.5
138,05D,Fulton,541.0,4.0,2.0,0.0,0.0,6.0,19.0,56.0,8.0,2.0,85.0,0.0,1.0,1.0,0.0,2.0,93.0,17.2
448,UC01D,Fulton,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,03S,Fulton,908.0,11.0,4.0,5.0,0.0,20.0,94.0,210.0,104.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,428.0,47.1
113,03P1A,Fulton,4404.0,79.0,170.0,62.0,2.0,313.0,224.0,1346.0,533.0,15.0,2118.0,10.0,21.0,9.0,0.0,40.0,2471.0,56.1
89,02D,Fulton,5539.0,92.0,283.0,97.0,6.0,478.0,224.0,1879.0,1071.0,26.0,3200.0,11.0,19.0,11.0,5.0,46.0,3724.0,67.2
88,02C,Fulton,2034.0,23.0,75.0,31.0,9.0,138.0,75.0,689.0,382.0,29.0,1175.0,2.0,3.0,6.0,0.0,11.0,1324.0,65.1
87,02B,Fulton,4020.0,36.0,96.0,30.0,6.0,168.0,165.0,764.0,290.0,23.0,1242.0,6.0,9.0,4.0,2.0,21.0,1431.0,35.6
86,02A1,Fulton,733.0,13.0,67.0,6.0,2.0,88.0,25.0,271.0,56.0,2.0,354.0,3.0,4.0,1.0,0.0,8.0,450.0,61.4
85,02A,Fulton,4884.0,83.0,410.0,170.0,3.0,666.0,137.0,1728.0,1087.0,23.0,2975.0,11.0,25.0,18.0,0.0,54.0,3695.0,75.7
84,01T,Fulton,1799.0,27.0,26.0,13.0,1.0,67.0,156.0,469.0,180.0,3.0,808.0,6.0,2.0,3.0,0.0,11.0,886.0,49.2
83,01S,Fulton,2118.0,20.0,23.0,12.0,1.0,56.0,228.0,486.0,207.0,7.0,928.0,5.0,3.0,2.0,0.0,10.0,994.0,46.9
82,01R,Fulton,1550.0,20.0,8.0,5.0,4.0,37.0,202.0,137.0,117.0,12.0,468.0,4.0,2.0,6.0,0.0,12.0,517.0,33.4
81,01P,Fulton,1444.0,16.0,7.0,4.0,1.0,28.0,208.0,220.0,171.0,4.0,603.0,3.0,2.0,2.0,0.0,7.0,638.0,44.2
80,01J,Fulton,2848.0,17.0,42.0,12.0,1.0,72.0,217.0,720.0,333.0,17.0,1287.0,3.0,9.0,6.0,0.0,18.0,1377.0,48.3
79,01I,Fulton,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
78,01H,Fulton,896.0,6.0,7.0,3.0,0.0,16.0,64.0,212.0,122.0,7.0,405.0,1.0,0.0,3.0,0.0,4.0,425.0,47.4
77,01G,Fulton,2312.0,15.0,55.0,15.0,2.0,87.0,131.0,730.0,295.0,3.0,1159.0,2.0,12.0,3.0,0.0,17.0,1263.0,54.6
76,01F,Fulton,1593.0,14.0,13.0,6.0,1.0,34.0,110.0,256.0,108.0,7.0,481.0,2.0,4.0,0.0,0.0,6.0,521.0,32.7
75,01E,Fulton,3720.0,40.0,167.0,79.0,1.0,287.0,101.0,1559.0,775.0,0.0,2435.0,7.0,19.0,11.0,0.0,37.0,2759.0,74.2
74,01D,Fulton,754.0,7.0,13.0,13.0,1.0,34.0,24.0,284.0,123.0,4.0,435.0,0.0,2.0,1.0,0.0,3.0,472.0,62.6
73,01C,Fulton,1908.0,21.0,20.0,8.0,0.0,49.0,180.0,372.0,165.0,0.0,717.0,4.0,6.0,3.0,0.0,13.0,779.0,40.8
72,01B,Fulton,4327.0,79.0,159.0,62.0,1.0,301.0,242.0,1842.0,895.0,5.0,2984.0,11.0,16.0,15.0,0.0,42.0,3327.0,76.9
71,01A,Fulton,3694.0,41.0,145.0,56.0,5.0,247.0,160.0,1662.0,737.0,20.0,2579.0,3.0,11.0,10.0,1.0,25.0,2851.0,77.2
90,02E,Fulton,2009.0,35.0,74.0,34.0,0.0,143.0,94.0,892.0,477.0,0.0,1463.0,6.0,6.0,4.0,0.0,16.0,1622.0,80.7
114,03P2,Fulton,23.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,30.4
91,02F1,Fulton,3221.0,39.0,163.0,74.0,4.0,280.0,94.0,1254.0,741.0,3.0,2092.0,7.0,19.0,10.0,1.0,37.0,2409.0,74.8
93,02G,Fulton,3895.0,82.0,193.0,74.0,0.0,349.0,163.0,1610.0,745.0,5.0,2523.0,7.0,21.0,15.0,1.0,44.0,2916.0,74.9
112,03N,Fulton,2804.0,16.0,24.0,6.0,2.0,48.0,228.0,461.0,160.0,21.0,870.0,6.0,5.0,3.0,1.0,15.0,933.0,33.3
111,03M,Fulton,965.0,50.0,33.0,5.0,0.0,88.0,135.0,232.0,86.0,2.0,455.0,4.0,4.0,2.0,0.0,10.0,553.0,57.3
110,03L,Fulton,748.0,10.0,3.0,3.0,0.0,16.0,66.0,98.0,42.0,0.0,206.0,1.0,1.0,0.0,0.0,2.0,224.0,29.9
109,03I,Fulton,1607.0,25.0,44.0,13.0,7.0,89.0,95.0,332.0,115.0,17.0,559.0,4.0,6.0,5.0,1.0,16.0,664.0,41.3
108,03H,Fulton,1091.0,14.0,15.0,4.0,0.0,33.0,77.0,213.0,97.0,1.0,388.0,1.0,0.0,1.0,0.0,2.0,423.0,38.8
107,03G,Fulton,1033.0,6.0,6.0,2.0,0.0,14.0,77.0,147.0,43.0,5.0,272.0,2.0,1.0,0.0,0.0,3.0,289.0,28.0
106,03F,Fulton,2328.0,44.0,155.0,42.0,1.0,242.0,113.0,779.0,358.0,3.0,1253.0,1.0,5.0,2.0,0.0,8.0,1503.0,64.6
105,03E,Fulton,2894.0,33.0,23.0,9.0,6.0,71.0,282.0,483.0,219.0,40.0,1024.0,4.0,5.0,4.0,2.0,15.0,1110.0,38.4
104,03D,Fulton,1235.0,9.0,10.0,9.0,1.0,29.0,85.0,222.0,105.0,21.0,433.0,1.0,0.0,0.0,0.0,1.0,463.0,37.5
103,03C,Fulton,1879.0,8.0,9.0,9.0,1.0,27.0,147.0,344.0,230.0,7.0,728.0,2.0,6.0,3.0,0.0,11.0,766.0,40.8
102,03B,Fulton,777.0,4.0,6.0,6.0,0.0,16.0,52.0,101.0,60.0,0.0,213.0,3.0,0.0,0.0,0.0,3.0,232.0,29.9
101,03A,Fulton,2230.0,10.0,20.0,8.0,3.0,41.0,146.0,387.0,227.0,17.0,777.0,2.0,2.0,2.0,1.0,7.0,825.0,37.0
100,02W,Fulton,978.0,22.0,61.0,21.0,0.0,104.0,48.0,374.0,122.0,0.0,544.0,0.0,2.0,5.0,0.0,7.0,655.0,67.0
99,02S,Fulton,790.0,14.0,17.0,12.0,0.0,43.0,37.0,281.0,132.0,0.0,450.0,3.0,3.0,3.0,0.0,9.0,502.0,63.5
98,02L2,Fulton,2249.0,44.0,140.0,36.0,2.0,222.0,105.0,829.0,375.0,5.0,1314.0,0.0,5.0,5.0,0.0,10.0,1546.0,68.7
97,02L1A,Fulton,1477.0,24.0,79.0,9.0,3.0,115.0,72.0,552.0,96.0,4.0,724.0,2.0,4.0,1.0,1.0,8.0,847.0,57.3
96,02L1,Fulton,5546.0,98.0,375.0,190.0,5.0,668.0,167.0,1989.0,1273.0,11.0,3440.0,11.0,27.0,22.0,0.0,60.0,4168.0,75.2
95,02K,Fulton,1461.0,25.0,92.0,18.0,0.0,135.0,43.0,583.0,298.0,0.0,924.0,3.0,3.0,8.0,0.0,14.0,1073.0,73.4
94,02J,Fulton,2273.0,33.0,82.0,46.0,2.0,163.0,86.0,887.0,428.0,11.0,1412.0,5.0,16.0,12.0,0.0,33.0,1608.0,70.7
92,02F2,Fulton,851.0,17.0,33.0,11.0,4.0,65.0,41.0,254.0,135.0,2.0,432.0,3.0,2.0,2.0,0.0,7.0,504.0,59.2
447,UC01B,Fulton,428.0,4.0,7.0,0.0,2.0,13.0,42.0,139.0,31.0,4.0,216.0,2.0,0.0,0.0,0.0,2.0,231.0,54.0
210,11C,Fulton,3149.0,13.0,31.0,9.0,0.0,53.0,156.0,1338.0,589.0,12.0,2095.0,1.0,13.0,1.0,1.0,16.0,2164.0,68.7
445,SS31,Fulton,1703.0,50.0,336.0,118.0,0.0,504.0,49.0,434.0,294.0,0.0,777.0,2.0,9.0,7.0,0.0,18.0,1299.0,76.3
393,SC17C,Fulton,1293.0,12.0,24.0,9.0,0.0,45.0,61.0,486.0,185.0,0.0,732.0,1.0,4.0,3.0,0.0,8.0,785.0,60.7
159,07D,Fulton,4879.0,188.0,821.0,189.0,13.0,1211.0,185.0,1228.0,588.0,19.0,2020.0,10.0,21.0,7.0,0.0,38.0,3269.0,67.0
158,07C,Fulton,4512.0,163.0,657.0,438.0,8.0,1266.0,141.0,928.0,869.0,7.0,1945.0,6.0,7.0,12.0,1.0,26.0,3237.0,71.7
157,07B,Fulton,2952.0,158.0,845.0,277.0,0.0,1280.0,69.0,603.0,481.0,1.0,1154.0,5.0,14.0,10.0,0.0,29.0,2463.0,83.4
156,07A,Fulton,7691.0,334.0,1262.0,426.0,8.0,2030.0,312.0,1842.0,1170.0,17.0,3341.0,9.0,38.0,19.0,0.0,66.0,5437.0,70.7
155,06R,Fulton,2015.0,34.0,157.0,66.0,4.0,261.0,50.0,651.0,391.0,0.0,1092.0,4.0,6.0,3.0,0.0,13.0,1366.0,67.8
394,SC18A,Fulton,570.0,4.0,8.0,1.0,0.0,13.0,39.0,220.0,121.0,0.0,380.0,0.0,2.0,1.0,0.0,3.0,396.0,69.5
395,SC18B,Fulton,915.0,2.0,13.0,9.0,0.0,24.0,41.0,456.0,157.0,0.0,654.0,0.0,3.0,0.0,0.0,3.0,681.0,74.4
396,SC18C,Fulton,2100.0,9.0,41.0,22.0,0.0,72.0,74.0,1007.0,426.0,0.0,1507.0,3.0,1.0,1.0,0.0,5.0,1584.0,75.4
397,SC19A,Fulton,213.0,1.0,2.0,4.0,0.0,7.0,4.0,86.0,43.0,1.0,134.0,0.0,1.0,0.0,0.0,1.0,142.0,66.7
398,SC19B,Fulton,1628.0,8.0,16.0,13.0,0.0,37.0,131.0,429.0,217.0,9.0,786.0,3.0,3.0,2.0,0.0,8.0,831.0,51.0
399,SC20,Fulton,2562.0,5.0,38.0,8.0,4.0,55.0,106.0,1464.0,368.0,26.0,1964.0,3.0,9.0,1.0,1.0,14.0,2033.0,79.4
400,SC211,Fulton,1828.0,8.0,39.0,15.0,0.0,62.0,98.0,820.0,294.0,0.0,1212.0,2.0,1.0,6.0,0.0,9.0,1283.0,70.2
401,SC212,Fulton,4244.0,25.0,98.0,52.0,1.0,176.0,246.0,1688.0,594.0,9.0,2537.0,6.0,20.0,5.0,1.0,32.0,2745.0,64.7
402,SC23A,Fulton,3854.0,27.0,41.0,21.0,1.0,90.0,324.0,1119.0,632.0,10.0,2085.0,3.0,7.0,7.0,0.0,17.0,2192.0,56.9
403,SC23B,Fulton,557.0,5.0,6.0,11.0,0.0,22.0,52.0,169.0,111.0,2.0,334.0,0.0,1.0,1.0,0.0,2.0,358.0,64.3
